jenis_ikan,nama_ikan,tahun,bulan,total_kg_x,tanggal,no,lokasi,total_kg_y,jenis_alat_tangkap
Pelagis Kecil,Layur ,2023,5,2214,2023-01-05,,Unknown,0.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Binuangeun,3551.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Tanjungpanto,48.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Sukahujan,106.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Cipunaga,176.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Panyaungan,143.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Situregen,162.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Bayah,2297.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Pulomanuk,281.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Sawarna,176.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Citarate,98.0,Unknown
Pelagis Besar,Bawal Laut,2023,5,3444,2023-01-05,2,Cibareno,147.0,Unknown
Pelagis Besar,Cakalang ,2023,5,16417744,2023-01-05,,Unknown,0.0,Unknown
Pelagis Besar,Cendro ,2023,5,37024,2023-01-05,,Unknown,0.0,Unknown
Pelagis Kecil,Ekor Kuning ,2023,5,51976,2023-01-05,,Unknown,0.0,Unknown
Demersal,Gabus Laut ,2023,5,76896,2023-01-05,,Unknown,0.0,Unknown
Demersal,Gerot-gerot ,2023,5,1026704,2023-01-05,,Unknown,0.0,Unknown
Demersal,Gulamah ,2023,5,511928,2023-01-05,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap ,2023,5,1032,2023-01-05,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap Batu ,2023,5,1854,2023-01-05,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap Jenaha ,2023,5,731,2023-01-05,,Unknown,0.0,Unknown
Demersal,Golok-golok ,2023,5,21004,2023-01-05,,Unknown,0.0,Unknown
Pelagis Kecil,Kapas-kapas ,2023,5,26746,2023-01-05,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap Merah ,2023,5,9256,2023-01-05,,Unknown,0.0,Unknown
Pelagis Kecil,Layang ,2023,5,30906,2023-01-05,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kuwe Gerong ,2023,5,25296,2023-01-05,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kuwe ,2023,5,166532,2023-01-05,,Unknown,0.0,Unknown
Pelagis Kecil,Kuro,2023,5,57316,2023-01-05,,Unknown,0.0,Unknown
Pelagis Besar,Layaran ,2023,5,412,2023-01-05,,Unknown,0.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Binuangeun,27362.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Tanjungpanto,398.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Sukahujan,885.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Cipunaga,1475.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Panyaungan,1195.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Situregen,1357.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Bayah,20510.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Pulomanuk,2360.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Sawarna,1475.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Citarate,826.0,Unknown
Demersal,Kuniran,2023,5,183696,2023-01-05,18,Cibareno,1239.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Binuangeun,5807.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Tanjungpanto,84.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Sukahujan,188.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Cipunaga,313.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Panyaungan,253.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Situregen,288.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Bayah,4349.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Pulomanuk,500.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Sawarna,313.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Citarate,175.0,Unknown
Karang (Reef-Associated),Kerapu,2023,5,356,2023-01-05,17,Cibareno,263.0,Unknown
Pelagis Kecil,Kembung Perempuan ,2023,5,80104,2023-01-05,,Unknown,0.0,Unknown
Pelagis Kecil,Kembung Lelaki ,2023,5,99603,2023-01-05,,Unknown,0.0,Unknown
Demersal,Kurisi ,2023,5,297616,2023-01-05,,Unknown,0.0,Unknown
Demersal,Selar Bentong ,2023,6,116808,2023-01-06,,Unknown,0.0,Unknown
Demersal,Manyung,2023,6,2655,2023-01-06,28,Binuangeun,8010.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Tanjungpanto,129.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Sukahujan,286.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Cipunaga,477.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Panyaungan,386.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Situregen,439.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Bayah,7438.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Pulomanuk,763.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Sawarna,477.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Citarate,267.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,6,2655,2023-01-06,28,Cibareno,400.0,Rawai Dasar (Bottom Longline)
Demersal,Marlin,2023,6,1386,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Nyunglas ,2023,6,51759,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Pari,2023,6,2826,2023-01-06,,Unknown,0.0,Unknown
Demersal,Pedang ,2023,6,6816,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Peperek,2023,6,7020,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Pinjalo ,2023,6,747,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Pisang-pisang ,2023,6,38610,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Sebelah ,2023,6,2070,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Selar Kuning ,2023,6,2424,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Lencam ,2023,6,84588,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tenggiri ,2023,6,27264,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tenggiri Papan ,2023,6,143775,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tetengkek ,2023,6,20054,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Tongkol ,2023,6,13008,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol Abu-abu ,2023,6,8672,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol Banyar ,2023,6,36314,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol Komo ,2023,6,402164,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol Lisong ,2023,6,4878,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tuna Mata Besar ,2023,6,33292,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Binuangeun,875087.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Binuangeun,875087.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Binuangeun,875087.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Tanjungpanto,500.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Tanjungpanto,500.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Tanjungpanto,500.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Sukahujan,1112.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Sukahujan,1112.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Sukahujan,1112.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Cipunaga,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Cipunaga,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Cipunaga,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Panyaungan,1501.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Panyaungan,1501.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Panyaungan,1501.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Situregen,1705.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Situregen,1705.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Situregen,1705.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Bayah,9637.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Bayah,9637.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Bayah,9637.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Pulomanuk,2965.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Pulomanuk,2965.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Pulomanuk,2965.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Sawarna,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Sawarna,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Sawarna,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Citarate,1038.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Citarate,1038.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Citarate,1038.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Cibareno,1557.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Cibareno,1557.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,6,1014681,2023-01-06,49,Cibareno,1557.0,Rawai Tuna (Tuna Longline)
jumlah,Unknown,2023,6,58853364,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Swanggi ,2023,6,38584,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Lemadang ,2023,6,15600,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Layur ,2023,6,10824,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Layaran ,2023,6,6386,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Ayam-ayam,2023,6,61992,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Binuangeun,3551.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Tanjungpanto,48.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Sukahujan,106.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Cipunaga,176.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Panyaungan,143.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Situregen,162.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Bayah,2297.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Pulomanuk,281.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Sawarna,176.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Citarate,98.0,Unknown
Pelagis Besar,Bawal Laut,2023,6,738,2023-01-06,2,Cibareno,147.0,Unknown
Pelagis Besar,Cakalang ,2023,6,2263576,2023-01-06,,Unknown,0.0,Unknown
Pelagis Besar,Cendro ,2023,6,97944,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Ekor Kuning ,2023,6,15582,2023-01-06,,Unknown,0.0,Unknown
Demersal,Gabus Laut ,2023,6,212212,2023-01-06,,Unknown,0.0,Unknown
Demersal,Golok-golok ,2023,6,31164,2023-01-06,,Unknown,0.0,Unknown
Demersal,Gulamah ,2023,6,34132,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap ,2023,6,1566,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap Batu ,2023,6,42436,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap Jenaha ,2023,6,15138,2023-01-06,,Unknown,0.0,Unknown
Demersal,Gerot-gerot ,2023,6,171402,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Kapas-kapas ,2023,6,4665,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap Merah ,2023,6,1113,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kuwe Gerong ,2023,6,182654,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kuwe ,2023,6,22764,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Kuro,2023,6,41923,2023-01-06,,Unknown,0.0,Unknown
Demersal,Kurisi ,2023,6,39326,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Layang ,2023,6,2772046,2023-01-06,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Binuangeun,5807.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Tanjungpanto,84.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Sukahujan,188.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Cipunaga,313.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Panyaungan,253.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Situregen,288.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Bayah,4349.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Pulomanuk,500.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Sawarna,313.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Citarate,175.0,Unknown
Karang (Reef-Associated),Kerapu,2023,6,76426,2023-01-06,17,Cibareno,263.0,Unknown
Pelagis Kecil,Kembung Perempuan ,2023,6,99186,2023-01-06,,Unknown,0.0,Unknown
Pelagis Kecil,Kembung Lelaki ,2023,6,16260,2023-01-06,,Unknown,0.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Binuangeun,27362.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Tanjungpanto,398.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Sukahujan,885.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Cipunaga,1475.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Panyaungan,1195.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Situregen,1357.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Bayah,20510.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Pulomanuk,2360.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Sawarna,1475.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Citarate,826.0,Unknown
Demersal,Kuniran,2023,6,23002,2023-01-06,18,Cibareno,1239.0,Unknown
Demersal,Selar Bentong ,2023,7,173646,2023-01-07,,Unknown,0.0,Unknown
Demersal,Manyung,2023,7,1620,2023-01-07,28,Binuangeun,8010.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Tanjungpanto,129.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Sukahujan,286.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Cipunaga,477.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Panyaungan,386.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Situregen,439.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Bayah,7438.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Pulomanuk,763.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Sawarna,477.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Citarate,267.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2023,7,1620,2023-01-07,28,Cibareno,400.0,Rawai Dasar (Bottom Longline)
Demersal,Marlin,2023,7,1563,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Nyunglas ,2023,7,590,2023-01-07,,Unknown,0.0,Unknown
Pelagis Kecil,Pari,2023,7,1881,2023-01-07,,Unknown,0.0,Unknown
Demersal,Pedang ,2023,7,591,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Peperek,2023,7,5580,2023-01-07,,Unknown,0.0,Unknown
Pelagis Kecil,Pinjalo ,2023,7,360,2023-01-07,,Unknown,0.0,Unknown
Karang (Reef-Associated),Pisang-pisang ,2023,7,16677,2023-01-07,,Unknown,0.0,Unknown
Pelagis Kecil,Sebelah ,2023,7,1287,2023-01-07,,Unknown,0.0,Unknown
Pelagis Kecil,Selar Kuning ,2023,7,1680,2023-01-07,,Unknown,0.0,Unknown
jumlah,Unknown,2023,7,43329076,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tenggiri ,2023,7,6077,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tenggiri Papan ,2023,7,101185,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tetengkek ,2023,7,145794,2023-01-07,,Unknown,0.0,Unknown
Pelagis Kecil,Tongkol ,2023,7,16544,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol Abu-abu ,2023,7,9306,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol Banyar ,2023,7,26884,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol Komo ,2023,7,33605,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol Lisong ,2023,7,372757,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tuna Mata Besar ,2023,7,2898,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Binuangeun,875087.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Binuangeun,875087.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Binuangeun,875087.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Tanjungpanto,500.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Tanjungpanto,500.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Tanjungpanto,500.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Sukahujan,1112.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Sukahujan,1112.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Sukahujan,1112.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Cipunaga,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Cipunaga,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Cipunaga,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Panyaungan,1501.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Panyaungan,1501.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Panyaungan,1501.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Situregen,1705.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Situregen,1705.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Situregen,1705.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Bayah,9637.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Bayah,9637.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Bayah,9637.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Pulomanuk,2965.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Pulomanuk,2965.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Pulomanuk,2965.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Sawarna,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Sawarna,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Sawarna,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Citarate,1038.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Citarate,1038.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Citarate,1038.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Cibareno,1557.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Cibareno,1557.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2023,7,9015264,2023-01-07,49,Cibareno,1557.0,Rawai Tuna (Tuna Longline)
Pelagis Kecil,Lencam ,2023,7,2244,2023-01-07,,Unknown,0.0,Unknown
Pelagis Kecil,Swanggi ,2023,7,23364,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Lemadang ,2023,7,206625,2023-01-07,,Unknown,0.0,Unknown
Pelagis Kecil,Layur ,2023,7,3772,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Layaran ,2023,7,767,2023-01-07,,Unknown,0.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Binuangeun,3551.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Tanjungpanto,48.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Sukahujan,106.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Cipunaga,176.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Panyaungan,143.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Situregen,162.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Bayah,2297.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Pulomanuk,281.0,Unknown
Pelagis Besar,Bawal Laut,2023,7,4806,2023-01-07,2,Sawarna,176.0,Unknown
