jenis_ikan,nama_ikan,tahun,bulan,total_kg_x,tanggal,no,lokasi,total_kg_y,jenis_alat_tangkap
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Cipunaga,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Cipunaga,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Panyaungan,1501.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Panyaungan,1501.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Panyaungan,1501.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Situregen,1705.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Situregen,1705.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Situregen,1705.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Bayah,9637.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Bayah,9637.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Bayah,9637.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Pulomanuk,2965.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Pulomanuk,2965.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Pulomanuk,2965.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Sawarna,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Sawarna,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Sawarna,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Citarate,1038.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Citarate,1038.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Citarate,1038.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Cibareno,1557.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Cibareno,1557.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,2,156321,2020-01-02,49,Cibareno,1557.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Binuangeun,31973.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Binuangeun,31973.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Binuangeun,31973.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Tanjungpanto,7.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Tanjungpanto,7.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Tanjungpanto,7.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Sukahujan,16.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Sukahujan,16.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Sukahujan,16.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Cipunaga,27.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Cipunaga,27.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Cipunaga,27.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Panyaungan,22.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Panyaungan,22.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Panyaungan,22.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Situregen,25.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Situregen,25.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Situregen,25.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Bayah,140.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Bayah,140.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Bayah,140.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Pulomanuk,43.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Pulomanuk,43.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Pulomanuk,43.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Sawarna,27.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Sawarna,27.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Sawarna,27.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Citarate,15.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Citarate,15.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Citarate,15.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Cibareno,23.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Cibareno,23.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,2,6325,2020-01-02,48,Cibareno,23.0,Rawai Tuna (Tuna Longline)
Pelagis Kecil,Teri,2020,2,0,2020-01-02,,Unknown,0.0,Unknown
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Binuangeun,296080.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Binuangeun,296080.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Tanjungpanto,212.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Tanjungpanto,212.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Sukahujan,476.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Sukahujan,476.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Cipunaga,777.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Cipunaga,777.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Panyaungan,635.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Panyaungan,635.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Situregen,708.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Situregen,708.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Bayah,4988.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Bayah,4988.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Pulomanuk,1207.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Pulomanuk,1207.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Sawarna,777.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Sawarna,777.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Citarate,413.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Citarate,413.0,Payang
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Cibareno,620.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,2,27860,2020-01-02,23,Cibareno,620.0,Payang
Pelagis Kecil,Selar,2020,2,2456,2020-01-02,,Unknown,0.0,Pukat Cicin Grup
Pelagis Kecil,Selar,2020,2,2456,2020-01-02,,Unknown,0.0,Payang
Pelagis Kecil,Laosan,2020,2,3050,2020-01-02,,Unknown,0.0,Unknown
jumlah,Unknown,2020,2,437972,2020-01-02,,Unknown,0.0,Unknown
Demersal,Kuniran/biji nangka,2020,2,2560,2020-01-02,,Unknown,0.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Binuangeun,35418.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Tanjungpanto,514.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Sukahujan,1143.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Cipunaga,1904.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Panyaungan,1543.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Situregen,1752.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Bayah,26442.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Pulomanuk,3045.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Sawarna,1903.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Citarate,1065.0,Unknown
Demersal,Kurisi,2020,2,1589,2020-01-02,19,Cibareno,1598.0,Unknown
Pelagis Besar,Alu Alu/baracuda,2020,2,476,2020-01-02,,Unknown,0.0,Unknown
Karang (Reef-Associated),Ayam ayam,2020,2,465,2020-01-02,,Unknown,0.0,Unknown
Pelagis Besar,Bawal laut,2020,2,1051,2020-01-02,,Unknown,0.0,Unknown
Pelagis Kecil,Bentong,2020,2,1800,2020-01-02,,Unknown,0.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Binuangeun,1890595.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Tanjungpanto,1826.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Sukahujan,4074.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Cipunaga,6742.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Panyaungan,5478.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Situregen,6180.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Bayah,37946.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Pulomanuk,10674.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Sawarna,6742.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Citarate,3708.0,Unknown
Pelagis Besar,Cakalang,2020,2,100671,2020-01-02,3,Cibareno,5562.0,Unknown
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2020,2,3506,2020-01-02,,Unknown,0.0,Unknown
Demersal,Golok golok,2020,2,796,2020-01-02,,Unknown,0.0,Unknown
Demersal,Gulamah/Tigawaja/Samgeh,2020,2,3780,2020-01-02,,Unknown,0.0,Unknown
Demersal,Cucut,2020,2,598,2020-01-02,,Unknown,0.0,Unknown
Demersal,Ikan sebelah,2020,2,735,2020-01-02,,Unknown,0.0,Unknown
Pelagis Besar,ikan pedang,2020,2,520,2020-01-02,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Binuangeun,5807.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Tanjungpanto,84.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Sukahujan,188.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Cipunaga,313.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Panyaungan,253.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Situregen,288.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Bayah,4349.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Pulomanuk,500.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Sawarna,313.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Citarate,175.0,Unknown
Karang (Reef-Associated),Kerapu,2020,2,468,2020-01-02,17,Cibareno,263.0,Unknown
Pelagis Kecil,Kembung,2020,2,1901,2020-01-02,,Unknown,0.0,Pukat Cicin Grup
Pelagis Kecil,Kembung,2020,2,1901,2020-01-02,,Unknown,0.0,Payang
Pelagis Kecil,Kapas kapas,2020,2,7030,2020-01-02,,Unknown,0.0,Unknown
Karang (Reef-Associated),kuwe,2020,2,6540,2020-01-02,,Unknown,0.0,Unknown
Karang (Reef-Associated),Jenaha,2020,2,253,2020-01-02,,Unknown,0.0,Unknown
Pelagis Kecil,Japuh,2020,2,735,2020-01-02,,Unknown,0.0,Unknown
Karang (Reef-Associated),Kakap Merah,2020,2,1465,2020-01-02,,Unknown,0.0,Unknown
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Binuangeun,296080.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Binuangeun,296080.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Tanjungpanto,212.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Tanjungpanto,212.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Sukahujan,476.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Sukahujan,476.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Cipunaga,777.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Cipunaga,777.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Panyaungan,635.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Panyaungan,635.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Situregen,708.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Situregen,708.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Bayah,4988.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Bayah,4988.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Pulomanuk,1207.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Pulomanuk,1207.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Sawarna,777.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Sawarna,777.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Citarate,413.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Citarate,413.0,Payang
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Cibareno,620.0,Pukat Cicin Grup
Pelagis Kecil,Layang,2020,3,27456,2020-01-03,23,Cibareno,620.0,Payang
Pelagis Besar,layaran,2020,3,6541,2020-01-03,,Unknown,0.0,Unknown
Pelagis Kecil,Layur,2020,3,20805,2020-01-03,,Unknown,0.0,Unknown
Demersal,Manyung,2020,3,812,2020-01-03,28,Binuangeun,8010.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Tanjungpanto,129.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Sukahujan,286.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Cipunaga,477.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Panyaungan,386.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Situregen,439.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Bayah,7438.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Pulomanuk,763.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Sawarna,477.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Citarate,267.0,Rawai Dasar (Bottom Longline)
Demersal,Manyung,2020,3,812,2020-01-03,28,Cibareno,400.0,Rawai Dasar (Bottom Longline)
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Binuangeun,15870.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Tanjungpanto,98.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Sukahujan,219.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Cipunaga,364.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Panyaungan,295.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Situregen,335.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Bayah,1894.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Pulomanuk,583.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Sawarna,364.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Citarate,204.0,Unknown
Pelagis Besar,Marlin,2020,3,6805,2020-01-03,29,Cibareno,306.0,Unknown
Demersal,Pari,2020,3,632,2020-01-03,,Unknown,0.0,Unknown
Pelagis Kecil,Peperek,2020,3,1856,2020-01-03,,Unknown,0.0,Unknown
Pelagis Besar,Swanggi,2020,3,495,2020-01-03,,Unknown,0.0,Unknown
Pelagis Kecil,Selar,2020,3,2413,2020-01-03,,Unknown,0.0,Pukat Cicin Grup
Pelagis Kecil,Selar,2020,3,2413,2020-01-03,,Unknown,0.0,Payang
Pelagis Kecil,Tembang,2020,3,925,2020-01-03,,Unknown,0.0,Pukat Cicin Grup
Pelagis Kecil,Tembang,2020,3,925,2020-01-03,,Unknown,0.0,Payang
Pelagis Kecil,Laosan,2020,3,2780,2020-01-03,,Unknown,0.0,Unknown
Pelagis Kecil,Tetengkek,2020,3,696,2020-01-03,,Unknown,0.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Binuangeun,22044.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Tanjungpanto,267.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Sukahujan,593.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Cipunaga,988.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Panyaungan,800.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Situregen,908.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Bayah,13244.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Pulomanuk,1577.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Sawarna,987.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Citarate,551.0,Unknown
Pelagis Besar,Tongkol,2020,3,37560,2020-01-03,43,Cibareno,827.0,Unknown
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Binuangeun,875087.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Binuangeun,875087.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Binuangeun,875087.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Tanjungpanto,500.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Tanjungpanto,500.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Tanjungpanto,500.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Sukahujan,1112.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Sukahujan,1112.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Sukahujan,1112.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Cipunaga,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Cipunaga,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Cipunaga,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Panyaungan,1501.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Panyaungan,1501.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Panyaungan,1501.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Situregen,1705.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Situregen,1705.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Situregen,1705.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Bayah,9637.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Bayah,9637.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Bayah,9637.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Pulomanuk,2965.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Pulomanuk,2965.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Pulomanuk,2965.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Sawarna,1853.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Sawarna,1853.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Sawarna,1853.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Citarate,1038.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Citarate,1038.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Citarate,1038.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Cibareno,1557.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Cibareno,1557.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Sirip Kuning,2020,3,140151,2020-01-03,49,Cibareno,1557.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Binuangeun,31973.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Binuangeun,31973.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Binuangeun,31973.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Tanjungpanto,7.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Tanjungpanto,7.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Tanjungpanto,7.0,Rawai Tuna (Tuna Longline)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Sukahujan,16.0,Jaring Insang Hanyut (Drift Gillnet)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Sukahujan,16.0,Pancing Layang-Layang (Kite Line Fishing)
Pelagis Besar,Tuna Mata Besar,2020,3,6251,2020-01-03,48,Sukahujan,16.0,Rawai Tuna (Tuna Longline)
