jenis_ikan,nama_ikan,tahun,bulan,total_kg,tanggal
Karang (Reef-Associated),Jenaha,2020,11,189,2020-01-11
Karang (Reef-Associated),Kakap Merah,2020,11,1565,2020-01-11
Pelagis Kecil,Kapas kapas,2020,11,6223,2020-01-11
Pelagis Kecil,Kembung,2020,11,1890,2020-01-11
Karang (Reef-Associated),Kerapu,2020,11,384,2020-01-11
Karang (Reef-Associated),kuwe,2020,11,6820,2020-01-11
Pelagis Besar,ikan pedang,2020,11,489,2020-01-11
Demersal,Pari,2020,12,653,2020-01-12
Pelagis Besar,Marlin,2020,12,7850,2020-01-12
Pelagis Besar,layaran,2020,12,6980,2020-01-12
Pelagis Besar,Lemadang,2020,12,17560,2020-01-12
Pelagis Kecil,Layur,2020,12,18663,2020-01-12
Pelagis Kecil,Peperek,2020,12,1713,2020-01-12
Demersal,Manyung,2020,12,882,2020-01-12
Pelagis Besar,Swanggi,2020,12,485,2020-01-12
Pelagis Kecil,Tetengkek,2020,12,924,2020-01-12
Demersal,Tambakan,2020,12,680,2020-01-12
Pelagis Kecil,Tembang,2020,12,899,2020-01-12
Pelagis Besar,Tenggiri,2020,12,7356,2020-01-12
Pelagis Besar,Tongkol,2020,12,37250,2020-01-12
Pelagis Besar,Tuna Sirip Kuning,2020,12,166424,2020-01-12
Pelagis Besar,Tuna Mata Besar,2020,12,7325,2020-01-12
Pelagis Kecil,Teri,2020,12,0,2020-01-12
Pelagis Kecil,Layang,2020,12,27858,2020-01-12
Pelagis Kecil,Selar,2020,12,2650,2020-01-12
Pelagis Kecil,Laosan,2020,12,3560,2020-01-12
jumlah,,2020,12,633241,2020-01-12
Demersal,Kuniran/biji nangka,2020,12,4045,2020-01-12
Pelagis Besar,Alu Alu/baracuda,2020,12,668,2020-01-12
Karang (Reef-Associated),Ayam ayam,2020,12,628,2020-01-12
Pelagis Besar,Bawal laut,2020,12,1051,2020-01-12
Pelagis Kecil,Bentong,2020,12,1400,2020-01-12
Pelagis Besar,Cakalang,2020,12,286476,2020-01-12
Demersal,Cucut,2020,12,626,2020-01-12
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2020,12,3502,2020-01-12
Demersal,Golok golok,2020,12,960,2020-01-12
Demersal,Gulamah/Tigawaja/Samgeh,2020,12,3756,2020-01-12
Demersal,Kurisi,2020,12,1623,2020-01-12
Demersal,Ikan sebelah,2020,12,568,2020-01-12
Pelagis Kecil,Japuh,2020,12,685,2020-01-12
Karang (Reef-Associated),Jenaha,2020,12,273,2020-01-12
Karang (Reef-Associated),Kakap Merah,2020,12,1578,2020-01-12
Pelagis Kecil,Kapas kapas,2020,12,6350,2020-01-12
Pelagis Kecil,Kembung,2020,12,1890,2020-01-12
Karang (Reef-Associated),Kerapu,2020,12,354,2020-01-12
Karang (Reef-Associated),kuwe,2020,12,6532,2020-01-12
Pelagis Besar,ikan pedang,2020,12,564,2020-01-12
Demersal,Pari,2021,1,14375,2021-01-01
Pelagis Besar,Marlin,2021,1,5500,2021-01-01
Demersal,Manyung,2021,1,250,2021-01-01
Pelagis Kecil,Layang,2021,1,52750,2021-01-01
Pelagis Kecil,Layur,2021,1,27650,2021-01-01
Pelagis Besar,layaran,2021,1,4125,2021-01-01
Pelagis Kecil,Peperek,2021,1,1500,2021-01-01
Pelagis Besar,Lemadang,2021,1,20050,2021-01-01
Pelagis Besar,Swanggi,2021,1,500,2021-01-01
Pelagis Besar,Tenggiri,2021,1,2605,2021-01-01
Demersal,Tambakan,2021,1,725,2021-01-01
Pelagis Kecil,Tembang,2021,1,580,2021-01-01
Pelagis Kecil,Tetengkek,2021,1,425,2021-01-01
Pelagis Besar,Tongkol,2021,1,38000,2021-01-01
Pelagis Besar,Tuna Sirip Kuning,2021,1,173800,2021-01-01
Pelagis Besar,Tuna Mata Besar,2021,1,3200,2021-01-01
Pelagis Kecil,Teri,2021,1,0,2021-01-01
Pelagis Kecil,Laosan,2021,1,2750,2021-01-01
Pelagis Kecil,Selar,2021,1,2750,2021-01-01
jumlah,,2021,1,6106795,2021-01-01
Demersal,Kurisi,2021,1,750,2021-01-01
Karang (Reef-Associated),kuwe,2021,1,5750,2021-01-01
Demersal,Kuniran/biji nangka,2021,1,2250,2021-01-01
Pelagis Besar,Alu Alu/baracuda,2021,1,450,2021-01-01
Karang (Reef-Associated),Ayam ayam,2021,1,950,2021-01-01
Pelagis Besar,Bawal laut,2021,1,325,2021-01-01
Pelagis Kecil,Bentong,2021,1,3725,2021-01-01
Demersal,Cucut,2021,1,121,2021-01-01
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,1,10250,2021-01-01
Demersal,Golok golok,2021,1,750,2021-01-01
Pelagis Besar,Cakalang,2021,1,226625,2021-01-01
Pelagis Besar,ikan pedang,2021,1,405,2021-01-01
Demersal,Gulamah/Tigawaja/Samgeh,2021,1,4300,2021-01-01
Pelagis Kecil,Kembung,2021,1,3800,2021-01-01
Pelagis Kecil,Kapas kapas,2021,1,42225,2021-01-01
Karang (Reef-Associated),Kakap Merah,2021,1,3675,2021-01-01
Karang (Reef-Associated),Kerapu,2021,1,1750,2021-01-01
Pelagis Kecil,Japuh,2021,1,306,2021-01-01
Demersal,Ikan sebelah,2021,1,375,2021-01-01
Karang (Reef-Associated),Jenaha,2021,1,13025,2021-01-01
Pelagis Besar,Swanggi,2021,2,350,2021-01-02
Pelagis Kecil,Layur,2021,2,197425,2021-01-02
Pelagis Besar,Lemadang,2021,2,28850,2021-01-02
Demersal,Manyung,2021,2,875,2021-01-02
Pelagis Besar,Marlin,2021,2,8550,2021-01-02
Demersal,Pari,2021,2,1050,2021-01-02
Pelagis Kecil,Peperek,2021,2,1150,2021-01-02
Pelagis Kecil,Selar,2021,2,3750,2021-01-02
Pelagis Besar,layaran,2021,2,2250,2021-01-02
Pelagis Kecil,Tembang,2021,2,381,2021-01-02
Pelagis Besar,Tenggiri,2021,2,22325,2021-01-02
Pelagis Kecil,Tetengkek,2021,2,325,2021-01-02
Pelagis Besar,Tongkol,2021,2,25375,2021-01-02
Pelagis Besar,Tuna Sirip Kuning,2021,2,165250,2021-01-02
Pelagis Besar,Tuna Mata Besar,2021,2,2100,2021-01-02
Pelagis Kecil,Teri,2021,2,0,2021-01-02
jumlah,,2021,2,5239395,2021-01-02
Demersal,Tambakan,2021,2,800,2021-01-02
Pelagis Kecil,Layang,2021,2,444875,2021-01-02
Pelagis Kecil,Laosan,2021,2,1900,2021-01-02
Pelagis Besar,Alu Alu/baracuda,2021,2,360,2021-01-02
Demersal,Kurisi,2021,2,1025,2021-01-02
Karang (Reef-Associated),Ayam ayam,2021,2,1125,2021-01-02
Pelagis Besar,Bawal laut,2021,2,200,2021-01-02
Pelagis Kecil,Bentong,2021,2,6500,2021-01-02
Pelagis Besar,Cakalang,2021,2,1622675,2021-01-02
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,2,115625,2021-01-02
Demersal,Golok golok,2021,2,700,2021-01-02
Demersal,Gulamah/Tigawaja/Samgeh,2021,2,3000,2021-01-02
Pelagis Besar,ikan pedang,2021,2,325,2021-01-02
Demersal,Cucut,2021,2,103,2021-01-02
Pelagis Kecil,Japuh,2021,2,278,2021-01-02
Karang (Reef-Associated),Jenaha,2021,2,1250,2021-01-02
Karang (Reef-Associated),Kakap Merah,2021,2,3350,2021-01-02
Pelagis Kecil,Kapas kapas,2021,2,2175,2021-01-02
Pelagis Kecil,Kembung,2021,2,4725,2021-01-02
Karang (Reef-Associated),Kerapu,2021,2,3250,2021-01-02
Karang (Reef-Associated),kuwe,2021,2,10150,2021-01-02
Demersal,Ikan sebelah,2021,2,575,2021-01-02
Demersal,Kuniran/biji nangka,2021,2,1600,2021-01-02
Pelagis Besar,Swanggi,2021,3,475,2021-01-03
Pelagis Kecil,Peperek,2021,3,1500,2021-01-03
Demersal,Pari,2021,3,875,2021-01-03
Pelagis Kecil,Layur,2021,3,15000,2021-01-03
Demersal,Manyung,2021,3,125,2021-01-03
Pelagis Besar,Lemadang,2021,3,6750,2021-01-03
Pelagis Kecil,Selar,2021,3,3500,2021-01-03
Pelagis Besar,Marlin,2021,3,11250,2021-01-03
Demersal,Tambakan,2021,3,700,2021-01-03
Demersal,Kurisi,2021,3,1250,2021-01-03
Pelagis Besar,Tenggiri,2021,3,1525,2021-01-03
Pelagis Kecil,Tetengkek,2021,3,600,2021-01-03
Pelagis Besar,Tongkol,2021,3,168125,2021-01-03
Pelagis Besar,Tuna Sirip Kuning,2021,3,172000,2021-01-03
Pelagis Besar,Tuna Mata Besar,2021,3,1100,2021-01-03
Pelagis Kecil,Teri,2021,3,0,2021-01-03
jumlah,,2021,3,4643725,2021-01-03
Pelagis Besar,layaran,2021,3,3750,2021-01-03
Pelagis Kecil,Tembang,2021,3,282,2021-01-03
Pelagis Kecil,Layang,2021,3,49000,2021-01-03
Karang (Reef-Associated),Kakap Merah,2021,3,3000,2021-01-03
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,3,18250,2021-01-03
Pelagis Besar,Alu Alu/baracuda,2021,3,310,2021-01-03
Karang (Reef-Associated),Ayam ayam,2021,3,1000,2021-01-03
Pelagis Besar,Bawal laut,2021,3,300,2021-01-03
Pelagis Kecil,Bentong,2021,3,5250,2021-01-03
Pelagis Besar,Cakalang,2021,3,126500,2021-01-03
Demersal,Cucut,2021,3,94,2021-01-03
Pelagis Kecil,Laosan,2021,3,1500,2021-01-03
Demersal,Golok golok,2021,3,550,2021-01-03
Demersal,Gulamah/Tigawaja/Samgeh,2021,3,2000,2021-01-03
Pelagis Besar,ikan pedang,2021,3,500,2021-01-03
Demersal,Ikan sebelah,2021,3,500,2021-01-03
Pelagis Kecil,Japuh,2021,3,249,2021-01-03
Karang (Reef-Associated),Jenaha,2021,3,1750,2021-01-03
Pelagis Kecil,Kapas kapas,2021,3,1750,2021-01-03
Pelagis Kecil,Kembung,2021,3,2000,2021-01-03
Karang (Reef-Associated),Kerapu,2021,3,1625,2021-01-03
Karang (Reef-Associated),kuwe,2021,3,10000,2021-01-03
Demersal,Kuniran/biji nangka,2021,3,750,2021-01-03
Demersal,Pari,2021,4,1350,2021-01-04
Pelagis Besar,Marlin,2021,4,15125,2021-01-04
Demersal,Manyung,2021,4,225,2021-01-04
Pelagis Besar,layaran,2021,4,2250,2021-01-04
Pelagis Kecil,Layur,2021,4,12500,2021-01-04
Pelagis Kecil,Peperek,2021,4,2175,2021-01-04
Pelagis Besar,Lemadang,2021,4,4500,2021-01-04
Pelagis Besar,Swanggi,2021,4,300,2021-01-04
jumlah,,2021,4,4812795,2021-01-04
Demersal,Tambakan,2021,4,850,2021-01-04
Pelagis Kecil,Tembang,2021,4,183,2021-01-04
Pelagis Besar,Tenggiri,2021,4,2650,2021-01-04
Pelagis Besar,Tongkol,2021,4,17075,2021-01-04
Pelagis Besar,Tuna Sirip Kuning,2021,4,140125,2021-01-04
Pelagis Besar,Tuna Mata Besar,2021,4,980,2021-01-04
Pelagis Kecil,Teri,2021,4,0,2021-01-04
Pelagis Kecil,Layang,2021,4,52500,2021-01-04
Pelagis Kecil,Selar,2021,4,3250,2021-01-04
Pelagis Kecil,Laosan,2021,4,2000,2021-01-04
Pelagis Kecil,Tetengkek,2021,4,750,2021-01-04
Demersal,Kuniran/biji nangka,2021,4,675,2021-01-04
Demersal,Kurisi,2021,4,875,2021-01-04
Karang (Reef-Associated),Ayam ayam,2021,4,16025,2021-01-04
Pelagis Besar,Bawal laut,2021,4,150,2021-01-04
Pelagis Kecil,Bentong,2021,4,3750,2021-01-04
Pelagis Besar,Cakalang,2021,4,178250,2021-01-04
Demersal,Cucut,2021,4,98,2021-01-04
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,4,14800,2021-01-04
Demersal,Golok golok,2021,4,1000,2021-01-04
Demersal,Gulamah/Tigawaja/Samgeh,2021,4,1425,2021-01-04
Pelagis Besar,Alu Alu/baracuda,2021,4,641,2021-01-04
Demersal,Ikan sebelah,2021,4,750,2021-01-04
Pelagis Besar,ikan pedang,2021,4,550,2021-01-04
Karang (Reef-Associated),Kerapu,2021,4,1275,2021-01-04
Pelagis Kecil,Kembung,2021,4,1500,2021-01-04
Pelagis Kecil,Kapas kapas,2021,4,5275,2021-01-04
Karang (Reef-Associated),kuwe,2021,4,6000,2021-01-04
Karang (Reef-Associated),Jenaha,2021,4,1125,2021-01-04
Pelagis Kecil,Japuh,2021,4,250,2021-01-04
Karang (Reef-Associated),Kakap Merah,2021,4,2500,2021-01-04
jumlah,,2021,5,451385,2021-01-05
Pelagis Besar,layaran,2021,5,4000,2021-01-05
Pelagis Kecil,Layur,2021,5,11250,2021-01-05
Pelagis Besar,Lemadang,2021,5,12700,2021-01-05
Demersal,Manyung,2021,5,1150,2021-01-05
Pelagis Besar,Marlin,2021,5,13750,2021-01-05
Demersal,Pari,2021,5,875,2021-01-05
Pelagis Kecil,Peperek,2021,5,2575,2021-01-05
Pelagis Besar,Swanggi,2021,5,1000,2021-01-05
Demersal,Tambakan,2021,5,750,2021-01-05
Pelagis Kecil,Tembang,2021,5,148,2021-01-05
Pelagis Besar,Tenggiri,2021,5,3000,2021-01-05
Pelagis Besar,Tongkol,2021,5,8225,2021-01-05
Pelagis Besar,Tuna Sirip Kuning,2021,5,134750,2021-01-05
Pelagis Besar,Tuna Mata Besar,2021,5,1020,2021-01-05
Pelagis Kecil,Teri,2021,5,0,2021-01-05
Pelagis Kecil,Layang,2021,5,43750,2021-01-05
Pelagis Kecil,Selar,2021,5,5500,2021-01-05
Pelagis Kecil,Laosan,2021,5,5100,2021-01-05
Pelagis Kecil,Tetengkek,2021,5,400,2021-01-05
Demersal,Kuniran/biji nangka,2021,5,725,2021-01-05
Demersal,Kurisi,2021,5,1150,2021-01-05
Pelagis Besar,Alu Alu/baracuda,2021,5,462,2021-01-05
Karang (Reef-Associated),Ayam ayam,2021,5,1000,2021-01-05
Pelagis Besar,Bawal laut,2021,5,525,2021-01-05
Pelagis Kecil,Bentong,2021,5,4000,2021-01-05
Pelagis Besar,Cakalang,2021,5,161825,2021-01-05
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,5,8750,2021-01-05
Demersal,Golok golok,2021,5,1900,2021-01-05
Demersal,Gulamah/Tigawaja/Samgeh,2021,5,1750,2021-01-05
Demersal,Cucut,2021,5,109,2021-01-05
Demersal,Ikan sebelah,2021,5,500,2021-01-05
Pelagis Kecil,Japuh,2021,5,221,2021-01-05
Karang (Reef-Associated),Jenaha,2021,5,700,2021-01-05
Karang (Reef-Associated),Kakap Merah,2021,5,2075,2021-01-05
Pelagis Kecil,Kapas kapas,2021,5,4250,2021-01-05
Pelagis Kecil,Kembung,2021,5,2500,2021-01-05
Karang (Reef-Associated),Kerapu,2021,5,925,2021-01-05
Pelagis Besar,ikan pedang,2021,5,325,2021-01-05
Karang (Reef-Associated),kuwe,2021,5,7750,2021-01-05
Demersal,Pari,2021,6,650,2021-01-06
Pelagis Besar,Marlin,2021,6,14500,2021-01-06
Demersal,Manyung,2021,6,950,2021-01-06
Pelagis Besar,layaran,2021,6,5750,2021-01-06
Pelagis Kecil,Layur,2021,6,9500,2021-01-06
Pelagis Kecil,Peperek,2021,6,3250,2021-01-06
Pelagis Besar,Lemadang,2021,6,9350,2021-01-06
Pelagis Besar,Swanggi,2021,6,525,2021-01-06
jumlah,,2021,6,342861,2021-01-06
Demersal,Tambakan,2021,6,200,2021-01-06
Pelagis Kecil,Tembang,2021,6,194,2021-01-06
Pelagis Besar,Tenggiri,2021,6,1300,2021-01-06
Pelagis Kecil,Tetengkek,2021,6,125,2021-01-06
Pelagis Besar,Tongkol,2021,6,26150,2021-01-06
Pelagis Besar,Tuna Sirip Kuning,2021,6,106750,2021-01-06
Pelagis Besar,Tuna Mata Besar,2021,6,1150,2021-01-06
Pelagis Kecil,Teri,2021,6,0,2021-01-06
Pelagis Kecil,Layang,2021,6,21250,2021-01-06
Pelagis Kecil,Selar,2021,6,5250,2021-01-06
Pelagis Kecil,Laosan,2021,6,4000,2021-01-06
Pelagis Kecil,Kapas kapas,2021,6,1675,2021-01-06
Demersal,Kuniran/biji nangka,2021,6,325,2021-01-06
Pelagis Besar,Alu Alu/baracuda,2021,6,346,2021-01-06
Karang (Reef-Associated),Ayam ayam,2021,6,900,2021-01-06
Pelagis Besar,Bawal laut,2021,6,100,2021-01-06
Pelagis Kecil,Bentong,2021,6,4000,2021-01-06
Demersal,Kurisi,2021,6,675,2021-01-06
Demersal,Cucut,2021,6,89,2021-01-06
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,6,6800,2021-01-06
Demersal,Golok golok,2021,6,850,2021-01-06
Pelagis Besar,Cakalang,2021,6,105750,2021-01-06
Pelagis Besar,ikan pedang,2021,6,750,2021-01-06
Demersal,Ikan sebelah,2021,6,200,2021-01-06
Pelagis Kecil,Japuh,2021,6,232,2021-01-06
Karang (Reef-Associated),Jenaha,2021,6,250,2021-01-06
Karang (Reef-Associated),Kakap Merah,2021,6,1450,2021-01-06
Pelagis Kecil,Kembung,2021,6,3000,2021-01-06
Karang (Reef-Associated),Kerapu,2021,6,500,2021-01-06
Karang (Reef-Associated),kuwe,2021,6,3125,2021-01-06
Demersal,Gulamah/Tigawaja/Samgeh,2021,6,1000,2021-01-06
Demersal,Pari,2021,7,425,2021-01-07
Pelagis Besar,Marlin,2021,7,26250,2021-01-07
Demersal,Manyung,2021,7,1450,2021-01-07
Pelagis Kecil,Peperek,2021,7,3250,2021-01-07
Pelagis Kecil,Layur,2021,7,13250,2021-01-07
Pelagis Besar,layaran,2021,7,3500,2021-01-07
jumlah,,2021,7,6367065,2021-01-07
Pelagis Besar,Lemadang,2021,7,17250,2021-01-07
Pelagis Besar,Swanggi,2021,7,325,2021-01-07
Pelagis Kecil,Layang,2021,7,39500,2021-01-07
Demersal,Tambakan,2021,7,425,2021-01-07
Pelagis Kecil,Tembang,2021,7,195,2021-01-07
Pelagis Besar,Tenggiri,2021,7,2725,2021-01-07
Pelagis Kecil,Tetengkek,2021,7,6625,2021-01-07
Pelagis Besar,Tongkol,2021,7,31175,2021-01-07
Pelagis Besar,Tuna Sirip Kuning,2021,7,225150,2021-01-07
Pelagis Besar,Tuna Mata Besar,2021,7,1050,2021-01-07
Pelagis Kecil,Teri,2021,7,0,2021-01-07
Pelagis Kecil,Selar,2021,7,4000,2021-01-07
Pelagis Kecil,Laosan,2021,7,5000,2021-01-07
Karang (Reef-Associated),kuwe,2021,7,4500,2021-01-07
Demersal,Kuniran/biji nangka,2021,7,500,2021-01-07
Pelagis Besar,Alu Alu/baracuda,2021,7,446,2021-01-07
Karang (Reef-Associated),Ayam ayam,2021,7,3250,2021-01-07
Pelagis Besar,Bawal laut,2021,7,225,2021-01-07
Pelagis Kecil,Bentong,2021,7,7250,2021-01-07
Pelagis Besar,Cakalang,2021,7,198500,2021-01-07
Demersal,Cucut,2021,7,120,2021-01-07
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,7,23875,2021-01-07
Demersal,Golok golok,2021,7,750,2021-01-07
Demersal,Kurisi,2021,7,1000,2021-01-07
Pelagis Besar,ikan pedang,2021,7,1600,2021-01-07
Demersal,Ikan sebelah,2021,7,525,2021-01-07
Pelagis Kecil,Japuh,2021,7,233,2021-01-07
Karang (Reef-Associated),Jenaha,2021,7,1000,2021-01-07
Karang (Reef-Associated),Kakap Merah,2021,7,975,2021-01-07
Pelagis Kecil,Kapas kapas,2021,7,2250,2021-01-07
Pelagis Kecil,Kembung,2021,7,10500,2021-01-07
Karang (Reef-Associated),Kerapu,2021,7,375,2021-01-07
Demersal,Gulamah/Tigawaja/Samgeh,2021,7,3250,2021-01-07
Pelagis Kecil,Peperek,2021,8,1750,2021-01-08
Demersal,Pari,2021,8,650,2021-01-08
Pelagis Kecil,Layur,2021,8,19325,2021-01-08
Demersal,Manyung,2021,8,445,2021-01-08
Pelagis Besar,Lemadang,2021,8,14500,2021-01-08
Pelagis Besar,Swanggi,2021,8,100,2021-01-08
Pelagis Besar,Marlin,2021,8,9000,2021-01-08
Pelagis Kecil,Selar,2021,8,2250,2021-01-08
Pelagis Besar,Tongkol,2021,8,9025,2021-01-08
Pelagis Kecil,Tembang,2021,8,196,2021-01-08
Pelagis Besar,Tenggiri,2021,8,1975,2021-01-08
Pelagis Kecil,Tetengkek,2021,8,750,2021-01-08
Pelagis Besar,Tuna Sirip Kuning,2021,8,164650,2021-01-08
Pelagis Besar,Tuna Mata Besar,2021,8,1250,2021-01-08
Pelagis Kecil,Teri,2021,8,0,2021-01-08
jumlah,,2021,8,424188,2021-01-08
Pelagis Besar,layaran,2021,8,1750,2021-01-08
Demersal,Tambakan,2021,8,150,2021-01-08
Pelagis Kecil,Layang,2021,8,18500,2021-01-08
Pelagis Kecil,Laosan,2021,8,61625,2021-01-08
Pelagis Besar,Alu Alu/baracuda,2021,8,247,2021-01-08
Demersal,Kurisi,2021,8,700,2021-01-08
Karang (Reef-Associated),Ayam ayam,2021,8,1625,2021-01-08
Pelagis Besar,Bawal laut,2021,8,125,2021-01-08
Pelagis Kecil,Bentong,2021,8,3500,2021-01-08
Pelagis Besar,Cakalang,2021,8,135500,2021-01-08
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,8,11650,2021-01-08
Demersal,Golok golok,2021,8,225,2021-01-08
Demersal,Gulamah/Tigawaja/Samgeh,2021,8,2375,2021-01-08
Pelagis Besar,ikan pedang,2021,8,675,2021-01-08
Demersal,Cucut,2021,8,111,2021-01-08
Pelagis Kecil,Japuh,2021,8,214,2021-01-08
Demersal,Ikan sebelah,2021,8,1375,2021-01-08
Karang (Reef-Associated),kuwe,2021,8,2250,2021-01-08
Karang (Reef-Associated),Kerapu,2021,8,275,2021-01-08
Pelagis Kecil,Kembung,2021,8,7750,2021-01-08
Demersal,Kuniran/biji nangka,2021,8,725,2021-01-08
Karang (Reef-Associated),Kakap Merah,2021,8,925,2021-01-08
Karang (Reef-Associated),Jenaha,2021,8,750,2021-01-08
Pelagis Kecil,Kapas kapas,2021,8,2000,2021-01-08
Pelagis Besar,Swanggi,2021,9,700,2021-01-09
Pelagis Besar,layaran,2021,9,1250,2021-01-09
Pelagis Kecil,Layur,2021,9,24000,2021-01-09
Pelagis Besar,Lemadang,2021,9,21750,2021-01-09
Demersal,Manyung,2021,9,500,2021-01-09
Pelagis Besar,Marlin,2021,9,4500,2021-01-09
Demersal,Pari,2021,9,475,2021-01-09
Pelagis Kecil,Peperek,2021,9,1850,2021-01-09
Pelagis Kecil,Selar,2021,9,2500,2021-01-09
Pelagis Kecil,Layang,2021,9,13250,2021-01-09
Pelagis Kecil,Tembang,2021,9,157,2021-01-09
Pelagis Besar,Tenggiri,2021,9,1225,2021-01-09
Pelagis Kecil,Tetengkek,2021,9,550,2021-01-09
Pelagis Besar,Tongkol,2021,9,10950,2021-01-09
Pelagis Besar,Tuna Sirip Kuning,2021,9,156300,2021-01-09
Pelagis Besar,Tuna Mata Besar,2021,9,1200,2021-01-09
Pelagis Kecil,Teri,2021,9,0,2021-01-09
jumlah,,2021,9,448537,2021-01-09
Demersal,Tambakan,2021,9,350,2021-01-09
Pelagis Kecil,Laosan,2021,9,7900,2021-01-09
Pelagis Besar,Alu Alu/baracuda,2021,9,248,2021-01-09
Demersal,Kuniran/biji nangka,2021,9,650,2021-01-09
Demersal,Kurisi,2021,9,1000,2021-01-09
Karang (Reef-Associated),Ayam ayam,2021,9,750,2021-01-09
Pelagis Besar,Bawal laut,2021,9,300,2021-01-09
Pelagis Kecil,Bentong,2021,9,4500,2021-01-09
Pelagis Besar,Cakalang,2021,9,160250,2021-01-09
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,9,7500,2021-01-09
Demersal,Golok golok,2021,9,850,2021-01-09
Demersal,Gulamah/Tigawaja/Samgeh,2021,9,3000,2021-01-09
Demersal,Cucut,2021,9,102,2021-01-09
Demersal,Ikan sebelah,2021,9,950,2021-01-09
Pelagis Kecil,Japuh,2021,9,205,2021-01-09
Karang (Reef-Associated),Jenaha,2021,9,650,2021-01-09
Karang (Reef-Associated),Kakap Merah,2021,9,925,2021-01-09
Pelagis Kecil,Kapas kapas,2021,9,2250,2021-01-09
Pelagis Kecil,Kembung,2021,9,11450,2021-01-09
Karang (Reef-Associated),Kerapu,2021,9,425,2021-01-09
Pelagis Besar,ikan pedang,2021,9,325,2021-01-09
Karang (Reef-Associated),kuwe,2021,9,2800,2021-01-09
Pelagis Kecil,Peperek,2021,10,3000,2021-01-10
Demersal,Pari,2021,10,1075,2021-01-10
Pelagis Besar,Marlin,2021,10,4000,2021-01-10
Pelagis Besar,layaran,2021,10,17000,2021-01-10
Pelagis Besar,Lemadang,2021,10,19625,2021-01-10
Pelagis Kecil,Layur,2021,10,26000,2021-01-10
Pelagis Besar,Swanggi,2021,10,600,2021-01-10
Demersal,Manyung,2021,10,700,2021-01-10
Pelagis Kecil,Selar,2021,10,175,2021-01-10
jumlah,,2021,10,606544,2021-01-10
Pelagis Kecil,Tembang,2021,10,228,2021-01-10
Pelagis Besar,Tenggiri,2021,10,22913,2021-01-10
Pelagis Kecil,Tetengkek,2021,10,1075,2021-01-10
Pelagis Besar,Tongkol,2021,10,26925,2021-01-10
Pelagis Besar,Tuna Sirip Kuning,2021,10,193800,2021-01-10
Pelagis Besar,Tuna Mata Besar,2021,10,2320,2021-01-10
Pelagis Kecil,Teri,2021,10,0,2021-01-10
Pelagis Kecil,Layang,2021,10,2375,2021-01-10
Demersal,Tambakan,2021,10,375,2021-01-10
Pelagis Kecil,Laosan,2021,10,7625,2021-01-10
Pelagis Besar,Alu Alu/baracuda,2021,10,349,2021-01-10
Demersal,Kuniran/biji nangka,2021,10,800,2021-01-10
Karang (Reef-Associated),Ayam ayam,2021,10,775,2021-01-10
Pelagis Besar,Bawal laut,2021,10,2425,2021-01-10
Pelagis Kecil,Bentong,2021,10,750,2021-01-10
Pelagis Besar,Cakalang,2021,10,213750,2021-01-10
Demersal,Cucut,2021,10,133,2021-01-10
Pelagis Kecil,Ekor kuning/Pisang-pisang/sunglir/salem,2021,10,13125,2021-01-10
Demersal,Golok golok,2021,10,1400,2021-01-10
Demersal,Gulamah/Tigawaja/Samgeh,2021,10,3250,2021-01-10
Demersal,Kurisi,2021,10,1625,2021-01-10
Demersal,Ikan sebelah,2021,10,975,2021-01-10
Pelagis Kecil,Japuh,2021,10,226,2021-01-10
Karang (Reef-Associated),Jenaha,2021,10,675,2021-01-10
Karang (Reef-Associated),Kakap Merah,2021,10,18950,2021-01-10
Pelagis Kecil,Kapas kapas,2021,10,425,2021-01-10
Pelagis Kecil,Kembung,2021,10,10450,2021-01-10
Karang (Reef-Associated),Kerapu,2021,10,1250,2021-01-10
Karang (Reef-Associated),kuwe,2021,10,4550,2021-01-10
Pelagis Besar,ikan pedang,2021,10,850,2021-01-10
Demersal,Pari,2021,11,1200,2021-01-11
Pelagis Besar,Marlin,2021,11,14425,2021-01-11
Pelagis Besar,layaran,2021,11,20400,2021-01-11
Pelagis Besar,Lemadang,2021,11,21875,2021-01-11
Pelagis Kecil,Layur,2021,11,28500,2021-01-11
Pelagis Kecil,Peperek,2021,11,3550,2021-01-11
Demersal,Manyung,2021,11,925,2021-01-11
Pelagis Besar,Swanggi,2021,11,725,2021-01-11
Pelagis Kecil,Tetengkek,2021,11,1575,2021-01-11
Demersal,Tambakan,2021,11,625,2021-01-11
Pelagis Kecil,Tembang,2021,11,329,2021-01-11
Pelagis Besar,Tenggiri,2021,11,28413,2021-01-11
Pelagis Besar,Tongkol,2021,11,29425,2021-01-11
