jenis_ikan,nama_ikan,tahun,bulan,total_kg,tanggal
Karang (Reef-Associated),Ayam ayam,2022,8,53784,2022-01-08
Pelagis Besar,Bawal laut,2022,8,2656,2022-01-08
Pelagis Besar,Cakalang,2022,8,2571372,2022-01-08
Pelagis Besar,Cendro,2022,8,348,2022-01-08
Pelagis Kecil,Ekor kuning,2022,8,1044,2022-01-08
Demersal,Gabus Laut,2022,8,14268,2022-01-08
Demersal,Golok golok,2022,8,10092,2022-01-08
Demersal,Gulamah/Tigawaja/Samgeh,2022,8,14616,2022-01-08
Karang (Reef-Associated),Kakap,2022,8,10416,2022-01-08
Karang (Reef-Associated),Kakap Batu,2022,8,4425,2022-01-08
Karang (Reef-Associated),Kakap Jenaha,2022,8,372,2022-01-08
Demersal,Gerot Gerot,2022,8,2262,2022-01-08
Pelagis Kecil,Kapas kapas/Bagas,2022,8,13356,2022-01-08
Karang (Reef-Associated),Kakap Merah,2022,8,9048,2022-01-08
Karang (Reef-Associated),kuwe gerong,2022,8,11433,2022-01-08
Karang (Reef-Associated),kuwe,2022,8,9579,2022-01-08
Pelagis Kecil,Kuro/Senangin/laosan,2022,8,27492,2022-01-08
Demersal,Kurisi,2022,8,9048,2022-01-08
Pelagis Kecil,Layang,2022,8,127575,2022-01-08
Karang (Reef-Associated),Kerapu,2022,8,5568,2022-01-08
Pelagis Kecil,Kembung Perempuan,2022,8,16377,2022-01-08
Pelagis Kecil,Kembung Lelaki,2022,8,19467,2022-01-08
Demersal,Kuniran/biji nangka,2022,8,14616,2022-01-08
Demersal,Selar Bentong,2022,9,1465044,2022-01-09
Demersal,Manyung,2022,9,2100,2022-01-09
Demersal,Marlin,2022,9,3840,2022-01-09
Pelagis Besar,Nyunglas,2022,9,7228,2022-01-09
Pelagis Kecil,Pari,2022,9,14338,2022-01-09
Demersal,Pedang,2022,9,4695,2022-01-09
Pelagis Besar,Peperek,2022,9,3960,2022-01-09
Pelagis Kecil,Pinjalo,2022,9,475,2022-01-09
Karang (Reef-Associated),Pisang-pisang,2022,9,27700,2022-01-09
Pelagis Kecil,Sebelah,2022,9,1000,2022-01-09
Pelagis Kecil,Selar Kuning,2022,9,4876,2022-01-09
jumlah,,2022,9,4944528438,2022-01-09
Pelagis Besar,Tenggiri,2022,9,3614,2022-01-09
Pelagis Besar,Tenggiri Papan,2022,9,10286,2022-01-09
Pelagis Besar,Tetengkek,2022,9,10956,2022-01-09
Pelagis Kecil,Tongkol,2022,9,7304,2022-01-09
Pelagis Besar,Tongkol Abu-Abu,2022,9,2822,2022-01-09
Pelagis Besar,Tongkol Komo,2022,9,20916,2022-01-09
Pelagis Besar,Tongkol Kray,2022,9,57436,2022-01-09
Pelagis Besar,Tongkol Lisong,2022,9,3984,2022-01-09
Pelagis Besar,Tuna Mata Besar,2022,9,3557651,2022-01-09
Pelagis Besar,Tuna Sirip Kuning,2022,9,5382737275,2022-01-09
Pelagis Kecil,Lencam,2022,9,33712,2022-01-09
Pelagis Kecil,Swanggi,2022,9,19208,2022-01-09
Pelagis Besar,Lemadang,2022,9,473368,2022-01-09
Pelagis Kecil,Layur,2022,9,16072,2022-01-09
Pelagis Besar,layaran,2022,9,23577,2022-01-09
Pelagis Besar,Bawal laut,2022,9,494,2022-01-09
Pelagis Besar,Cakalang,2022,9,223713,2022-01-09
Pelagis Besar,Cendro,2022,9,6272,2022-01-09
Pelagis Kecil,Ekor kuning,2022,9,11368,2022-01-09
Demersal,Gabus Laut,2022,9,14112,2022-01-09
Demersal,Gerot Gerot,2022,9,29792,2022-01-09
Demersal,Golok golok,2022,9,20384,2022-01-09
Demersal,Gulamah/Tigawaja/Samgeh,2022,9,22344,2022-01-09
Karang (Reef-Associated),Kakap,2022,9,1598,2022-01-09
Karang (Reef-Associated),Kakap Batu,2022,9,29786,2022-01-09
Karang (Reef-Associated),Kakap Jenaha,2022,9,705,2022-01-09
Karang (Reef-Associated),Ayam ayam,2022,9,71782,2022-01-09
Pelagis Kecil,Kapas kapas/Bagas,2022,9,34888,2022-01-09
Pelagis Kecil,Kembung Lelaki,2022,9,30544,2022-01-09
Pelagis Kecil,Kembung Perempuan,2022,9,982388,2022-01-09
Karang (Reef-Associated),Kerapu,2022,9,9408,2022-01-09
Demersal,Kuniran/biji nangka,2022,9,13328,2022-01-09
Demersal,Kurisi,2022,9,12152,2022-01-09
Pelagis Kecil,Kuro/Senangin/laosan,2022,9,20776,2022-01-09
Karang (Reef-Associated),kuwe,2022,9,71048,2022-01-09
Karang (Reef-Associated),kuwe gerong,2022,9,277884,2022-01-09
Pelagis Kecil,Layang,2022,9,218784,2022-01-09
Karang (Reef-Associated),Kakap Merah,2022,9,784,2022-01-09
Demersal,Selar Bentong,2022,10,23465,2022-01-10
Pelagis Kecil,Sebelah,2022,10,994,2022-01-10
Karang (Reef-Associated),Pisang-pisang,2022,10,27230,2022-01-10
Pelagis Kecil,Pinjalo,2022,10,7700,2022-01-10
Demersal,Marlin,2022,10,2040,2022-01-10
Demersal,Pedang,2022,10,2115,2022-01-10
Pelagis Kecil,Pari,2022,10,1250,2022-01-10
Pelagis Besar,Nyunglas,2022,10,352,2022-01-10
Pelagis Kecil,Selar Kuning,2022,10,3800,2022-01-10
Pelagis Besar,Peperek,2022,10,6020,2022-01-10
Pelagis Kecil,Swanggi,2022,10,1550,2022-01-10
Pelagis Besar,Tongkol Abu-Abu,2022,10,360,2022-01-10
Pelagis Besar,Tenggiri Papan,2022,10,820,2022-01-10
Pelagis Besar,Tetengkek,2022,10,1840,2022-01-10
Pelagis Kecil,Tongkol,2022,10,880,2022-01-10
Pelagis Besar,Tongkol Komo,2022,10,1024,2022-01-10
Pelagis Besar,Tongkol Kray,2022,10,2400,2022-01-10
Pelagis Besar,Tongkol Lisong,2022,10,20504,2022-01-10
Pelagis Besar,Tuna Mata Besar,2022,10,5170,2022-01-10
Pelagis Besar,Tuna Sirip Kuning,2022,10,736725,2022-01-10
jumlah,,2022,10,66771025,2022-01-10
Demersal,Manyung,2022,10,2009,2022-01-10
Pelagis Besar,Tenggiri,2022,10,360,2022-01-10
Pelagis Kecil,Lencam,2022,10,5535,2022-01-10
Pelagis Besar,Lemadang,2022,10,41800,2022-01-10
Karang (Reef-Associated),Ayam ayam,2022,10,1800,2022-01-10
Pelagis Besar,Bawal laut,2022,10,4640,2022-01-10
Pelagis Besar,Cakalang,2022,10,24363325,2022-01-10
Pelagis Besar,Cendro,2022,10,6050,2022-01-10
Pelagis Kecil,Ekor kuning,2022,10,6750,2022-01-10
Demersal,Gabus Laut,2022,10,3145,2022-01-10
Demersal,Gerot Gerot,2022,10,4000,2022-01-10
Demersal,Golok golok,2022,10,6230,2022-01-10
Demersal,Gulamah/Tigawaja/Samgeh,2022,10,8450,2022-01-10
Karang (Reef-Associated),Kakap,2022,10,7995,2022-01-10
Karang (Reef-Associated),Kakap Batu,2022,10,1225,2022-01-10
Karang (Reef-Associated),Kakap Jenaha,2022,10,7670,2022-01-10
Pelagis Kecil,Layur,2022,10,20430,2022-01-10
Pelagis Kecil,Kapas kapas/Bagas,2022,10,13130,2022-01-10
Pelagis Kecil,Kembung Lelaki,2022,10,20504,2022-01-10
Pelagis Kecil,Kembung Perempuan,2022,10,9300,2022-01-10
Karang (Reef-Associated),Kerapu,2022,10,6540,2022-01-10
Demersal,Kuniran/biji nangka,2022,10,3500,2022-01-10
Demersal,Kurisi,2022,10,6300,2022-01-10
Pelagis Kecil,Kuro/Senangin/laosan,2022,10,3400,2022-01-10
Karang (Reef-Associated),kuwe,2022,10,7068,2022-01-10
Karang (Reef-Associated),kuwe gerong,2022,10,5312,2022-01-10
Pelagis Kecil,Layang,2022,10,31970,2022-01-10
Pelagis Besar,layaran,2022,10,1081,2022-01-10
Karang (Reef-Associated),Kakap Merah,2022,10,6600,2022-01-10
Pelagis Kecil,Sebelah,2022,11,1610,2022-01-11
Karang (Reef-Associated),Pisang-pisang,2022,11,22890,2022-01-11
Pelagis Kecil,Pinjalo,2022,11,10745,2022-01-11
Pelagis Besar,Peperek,2022,11,10640,2022-01-11
Demersal,Manyung,2022,11,1330,2022-01-11
Pelagis Kecil,Pari,2022,11,2950,2022-01-11
Pelagis Besar,Nyunglas,2022,11,2514,2022-01-11
Demersal,Marlin,2022,11,1310,2022-01-11
Demersal,Selar Bentong,2022,11,26630,2022-01-11
Demersal,Pedang,2022,11,376,2022-01-11
Pelagis Kecil,Selar Kuning,2022,11,6600,2022-01-11
Pelagis Besar,Tongkol Abu-Abu,2022,11,1120,2022-01-11
Pelagis Besar,Tenggiri,2022,11,2100,2022-01-11
Pelagis Besar,Tenggiri Papan,2022,11,1158,2022-01-11
Pelagis Besar,Tetengkek,2022,11,1720,2022-01-11
Pelagis Kecil,Tongkol,2022,11,560,2022-01-11
Pelagis Besar,Tongkol Komo,2022,11,2120,2022-01-11
Pelagis Besar,Tongkol Kray,2022,11,2080,2022-01-11
Pelagis Besar,Tongkol Lisong,2022,11,20040,2022-01-11
Pelagis Besar,Tuna Mata Besar,2022,11,66147,2022-01-11
Pelagis Besar,Tuna Sirip Kuning,2022,11,37259475,2022-01-11
jumlah,,2022,11,60471835,2022-01-11
Pelagis Kecil,Lencam,2022,11,970,2022-01-11
Pelagis Kecil,Swanggi,2022,11,5750,2022-01-11
Pelagis Kecil,Layur,2022,11,17765,2022-01-11
Demersal,Kuniran/biji nangka,2022,11,7445,2022-01-11
Pelagis Besar,layaran,2022,11,893,2022-01-11
Karang (Reef-Associated),Ayam ayam,2022,11,6600,2022-01-11
Pelagis Besar,Bawal laut,2022,11,680,2022-01-11
Pelagis Besar,Cakalang,2022,11,207396175,2022-01-11
Pelagis Besar,Cendro,2022,11,2900,2022-01-11
Pelagis Kecil,Ekor kuning,2022,11,5925,2022-01-11
Demersal,Gabus Laut,2022,11,1250,2022-01-11
Pelagis Besar,Lemadang,2022,11,20600,2022-01-11
Demersal,Golok golok,2022,11,7010,2022-01-11
Demersal,Gulamah/Tigawaja/Samgeh,2022,11,3600,2022-01-11
Karang (Reef-Associated),Kakap,2022,11,7670,2022-01-11
Karang (Reef-Associated),Kakap Batu,2022,11,2744,2022-01-11
Demersal,Gerot Gerot,2022,11,19780,2022-01-11
Karang (Reef-Associated),Kakap Merah,2022,11,6380,2022-01-11
Karang (Reef-Associated),Kakap Jenaha,2022,11,7189,2022-01-11
Karang (Reef-Associated),kuwe gerong,2022,11,5164,2022-01-11
Karang (Reef-Associated),kuwe,2022,11,2716,2022-01-11
Pelagis Kecil,Kuro/Senangin/laosan,2022,11,24745,2022-01-11
Demersal,Kurisi,2022,11,6400,2022-01-11
Pelagis Kecil,Layang,2022,11,22884,2022-01-11
Karang (Reef-Associated),Kerapu,2022,11,2500,2022-01-11
Pelagis Kecil,Kembung Perempuan,2022,11,13300,2022-01-11
Pelagis Kecil,Kembung Lelaki,2022,11,20040,2022-01-11
Pelagis Kecil,Kapas kapas/Bagas,2022,11,12055,2022-01-11
Demersal,Manyung,2022,12,2184,2022-01-12
Demersal,Marlin,2022,12,2640,2022-01-12
Pelagis Besar,Nyunglas,2022,12,396,2022-01-12
Pelagis Kecil,Pari,2022,12,1600,2022-01-12
Demersal,Pedang,2022,12,235,2022-01-12
Pelagis Besar,Peperek,2022,12,6790,2022-01-12
Pelagis Kecil,Pinjalo,2022,12,1610,2022-01-12
Karang (Reef-Associated),Pisang-pisang,2022,12,28784,2022-01-12
Pelagis Kecil,Sebelah,2022,12,1610,2022-01-12
Demersal,Selar Bentong,2022,12,23940,2022-01-12
Pelagis Kecil,Selar Kuning,2022,12,4200,2022-01-12
Pelagis Kecil,Lencam,2022,12,1165,2022-01-12
Pelagis Besar,Tenggiri,2022,12,420,2022-01-12
Pelagis Besar,Tenggiri Papan,2022,12,1060,2022-01-12
Pelagis Besar,Tetengkek,2022,12,2200,2022-01-12
Pelagis Kecil,Tongkol,2022,12,1020,2022-01-12
Pelagis Besar,Tongkol Abu-Abu,2022,12,1720,2022-01-12
Pelagis Besar,Tongkol Komo,2022,12,2080,2022-01-12
Pelagis Besar,Tongkol Kray,2022,12,3560,2022-01-12
Pelagis Besar,Tongkol Lisong,2022,12,20920,2022-01-12
Pelagis Besar,Tuna Mata Besar,2022,12,4860,2022-01-12
Pelagis Besar,Tuna Sirip Kuning,2022,12,75000,2022-01-12
jumlah,,2022,12,59405775,2022-01-12
Pelagis Kecil,Swanggi,2022,12,2100,2022-01-12
Pelagis Besar,Lemadang,2022,12,42125,2022-01-12
Pelagis Kecil,Layur,2022,12,16015,2022-01-12
Pelagis Besar,layaran,2022,12,177425,2022-01-12
Karang (Reef-Associated),Ayam ayam,2022,12,1720,2022-01-12
Pelagis Besar,Bawal laut,2022,12,800,2022-01-12
Pelagis Besar,Cakalang,2022,12,2435125,2022-01-12
Pelagis Besar,Cendro,2022,12,2000,2022-01-12
Pelagis Kecil,Ekor kuning,2022,12,1750,2022-01-12
Demersal,Gabus Laut,2022,12,3500,2022-01-12
Demersal,Golok golok,2022,12,1250,2022-01-12
Demersal,Gulamah/Tigawaja/Samgeh,2022,12,3500,2022-01-12
Karang (Reef-Associated),Kakap,2022,12,1625,2022-01-12
Karang (Reef-Associated),Kakap Batu,2022,12,735,2022-01-12
Karang (Reef-Associated),Kakap Jenaha,2022,12,1235,2022-01-12
Demersal,Gerot Gerot,2022,12,3000,2022-01-12
Pelagis Kecil,Kapas kapas/Bagas,2022,12,9250,2022-01-12
Karang (Reef-Associated),Kakap Merah,2022,12,2000,2022-01-12
Karang (Reef-Associated),kuwe gerong,2022,12,1312,2022-01-12
Karang (Reef-Associated),kuwe,2022,12,3000,2022-01-12
Pelagis Kecil,Kuro/Senangin/laosan,2022,12,3500,2022-01-12
Demersal,Kurisi,2022,12,1500,2022-01-12
Pelagis Kecil,Layang,2022,12,29010,2022-01-12
Karang (Reef-Associated),Kerapu,2022,12,2000,2022-01-12
Pelagis Kecil,Kembung Perempuan,2022,12,7000,2022-01-12
Pelagis Kecil,Kembung Lelaki,2022,12,19600,2022-01-12
Demersal,Kuniran/biji nangka,2022,12,1250,2022-01-12
Demersal,Selar Bentong ,2023,1,31872,2023-01-01
Demersal,Manyung,2023,1,1530,2023-01-01
Demersal,Marlin,2023,1,540,2023-01-01
Pelagis Besar,Nyunglas ,2023,1,268,2023-01-01
Pelagis Kecil,Pari,2023,1,276,2023-01-01
Demersal,Pedang ,2023,1,8375,2023-01-01
Pelagis Besar,Peperek,2023,1,2610,2023-01-01
Pelagis Kecil,Pinjalo ,2023,1,270,2023-01-01
Karang (Reef-Associated),Pisang-pisang ,2023,1,16560,2023-01-01
Pelagis Kecil,Sebelah ,2023,1,1170,2023-01-01
Pelagis Kecil,Selar Kuning ,2023,1,1116,2023-01-01
jumlah,,2023,1,35199885,2023-01-01
Pelagis Besar,Tenggiri ,2023,1,3015,2023-01-01
Pelagis Besar,Tenggiri Papan ,2023,1,23785,2023-01-01
Pelagis Besar,Tetengkek ,2023,1,61473,2023-01-01
Pelagis Kecil,Tongkol ,2023,1,51429,2023-01-01
Pelagis Besar,Tongkol Abu-abu ,2023,1,53475,2023-01-01
Pelagis Besar,Tongkol Banyar ,2023,1,6231,2023-01-01
Pelagis Besar,Tongkol Komo ,2023,1,7347,2023-01-01
Pelagis Besar,Tongkol Lisong ,2023,1,85095,2023-01-01
Pelagis Besar,Tuna Mata Besar ,2023,1,3650,2023-01-01
Pelagis Besar,Tuna Sirip Kuning,2023,1,262515,2023-01-01
Pelagis Kecil,Lencam ,2023,1,38745,2023-01-01
Pelagis Kecil,Swanggi ,2023,1,5535,2023-01-01
Pelagis Besar,Lemadang ,2023,1,10944,2023-01-01
Pelagis Kecil,Layur ,2023,1,19844,2023-01-01
Pelagis Besar,Layaran ,2023,1,518,2023-01-01
Pelagis Besar,Bawal Laut,2023,1,1125,2023-01-01
Pelagis Besar,Cakalang ,2023,1,113643,2023-01-01
Pelagis Besar,Cendro ,2023,1,3198,2023-01-01
Pelagis Kecil,Ekor Kuning ,2023,1,7257,2023-01-01
Demersal,Gabus Laut ,2023,1,246,2023-01-01
Demersal,Gerot-gerot ,2023,1,96555,2023-01-01
Demersal,Golok-golok ,2023,1,9225,2023-01-01
Demersal,Gulamah ,2023,1,1230,2023-01-01
Karang (Reef-Associated),Kakap ,2023,1,498,2023-01-01
Karang (Reef-Associated),Kakap Batu ,2023,1,1079,2023-01-01
Karang (Reef-Associated),Kakap Jenaha ,2023,1,4399,2023-01-01
Karang (Reef-Associated),Ayam-ayam,2023,1,5346,2023-01-01
Pelagis Kecil,Kapas-kapas ,2023,1,6660,2023-01-01
Pelagis Kecil,Kembung Lelaki ,2023,1,5673,2023-01-01
Pelagis Kecil,Kembung Perempuan ,2023,1,24645,2023-01-01
Karang (Reef-Associated),Kerapu,2023,1,17466,2023-01-01
Demersal,Kuniran,2023,1,12915,2023-01-01
Demersal,Kurisi ,2023,1,6642,2023-01-01
Pelagis Kecil,Kuro,2023,1,8733,2023-01-01
Karang (Reef-Associated),Kuwe ,2023,1,830955,2023-01-01
Karang (Reef-Associated),Kuwe Gerong ,2023,1,6975,2023-01-01
Pelagis Kecil,Layang ,2023,1,361274,2023-01-01
Karang (Reef-Associated),Kakap Merah ,2023,1,181425,2023-01-01
Demersal,Selar Bentong ,2023,2,129518,2023-01-02
Pelagis Kecil,Sebelah ,2023,2,1431,2023-01-02
Karang (Reef-Associated),Pisang-pisang ,2023,2,28602,2023-01-02
Pelagis Kecil,Pinjalo ,2023,2,207,2023-01-02
Demersal,Marlin,2023,2,1292,2023-01-02
Demersal,Pedang ,2023,2,262,2023-01-02
Pelagis Kecil,Pari,2023,2,5084,2023-01-02
Pelagis Besar,Nyunglas ,2023,2,220,2023-01-02
Pelagis Kecil,Selar Kuning ,2023,2,960,2023-01-02
Pelagis Besar,Peperek,2023,2,1440,2023-01-02
Pelagis Kecil,Swanggi ,2023,2,9088,2023-01-02
Pelagis Besar,Tongkol Abu-abu ,2023,2,58195,2023-01-02
Pelagis Besar,Tenggiri Papan ,2023,2,280,2023-01-02
Pelagis Besar,Tetengkek ,2023,2,610275,2023-01-02
Pelagis Kecil,Tongkol ,2023,2,55002,2023-01-02
Pelagis Besar,Tongkol Banyar ,2023,2,64375,2023-01-02
Pelagis Besar,Tongkol Komo ,2023,2,71585,2023-01-02
Pelagis Besar,Tongkol Lisong ,2023,2,8240,2023-01-02
Pelagis Besar,Tuna Mata Besar ,2023,2,4750,2023-01-02
Pelagis Besar,Tuna Sirip Kuning,2023,2,258363,2023-01-02
jumlah,,2023,2,2929737475,2023-01-02
Demersal,Manyung,2023,2,1170,2023-01-02
Pelagis Besar,Tenggiri ,2023,2,260,2023-01-02
Pelagis Kecil,Lencam ,2023,2,355,2023-01-02
Pelagis Besar,Lemadang ,2023,2,61725,2023-01-02
Karang (Reef-Associated),Ayam-ayam,2023,2,2496,2023-01-02
Pelagis Besar,Bawal Laut,2023,2,384,2023-01-02
Pelagis Besar,Cakalang ,2023,2,591146475,2023-01-02
Pelagis Besar,Cendro ,2023,2,2627,2023-01-02
Pelagis Kecil,Ekor Kuning ,2023,2,497,2023-01-02
Demersal,Gabus Laut ,2023,2,568,2023-01-02
Demersal,Gerot-gerot ,2023,2,143207,2023-01-02
Demersal,Golok-golok ,2023,2,852,2023-01-02
Demersal,Gulamah ,2023,2,10295,2023-01-02
Karang (Reef-Associated),Kakap ,2023,2,516,2023-01-02
Karang (Reef-Associated),Kakap Batu ,2023,2,258,2023-01-02
Karang (Reef-Associated),Kakap Jenaha ,2023,2,215,2023-01-02
Pelagis Kecil,Layur ,2023,2,2870,2023-01-02
Pelagis Kecil,Kapas-kapas ,2023,2,5203,2023-01-02
Pelagis Kecil,Kembung Lelaki ,2023,2,824,2023-01-02
Pelagis Kecil,Kembung Perempuan ,2023,2,1751,2023-01-02
Karang (Reef-Associated),Kerapu,2023,2,639,2023-01-02
Demersal,Kuniran,2023,2,568,2023-01-02
Demersal,Kurisi ,2023,2,7597,2023-01-02
Pelagis Kecil,Kuro,2023,2,10082,2023-01-02
Karang (Reef-Associated),Kuwe ,2023,2,1970905,2023-01-02
Karang (Reef-Associated),Kuwe Gerong ,2023,2,618,2023-01-02
Pelagis Kecil,Layang ,2023,2,322016,2023-01-02
Pelagis Besar,Layaran ,2023,2,600,2023-01-02
Karang (Reef-Associated),Kakap Merah ,2023,2,568,2023-01-02
Pelagis Kecil,Sebelah ,2023,3,1260,2023-01-03
Karang (Reef-Associated),Pisang-pisang ,2023,3,32328,2023-01-03
Pelagis Kecil,Pinjalo ,2023,3,315,2023-01-03
Pelagis Besar,Peperek,2023,3,2097,2023-01-03
Demersal,Manyung,2023,3,1152,2023-01-03
Pelagis Kecil,Pari,2023,3,450,2023-01-03
Pelagis Besar,Nyunglas ,2023,3,2211,2023-01-03
Demersal,Marlin,2023,3,855,2023-01-03
Demersal,Selar Bentong ,2023,3,8688,2023-01-03
Demersal,Pedang ,2023,3,239525,2023-01-03
Pelagis Kecil,Selar Kuning ,2023,3,961,2023-01-03
Pelagis Besar,Tongkol Abu-abu ,2023,3,50127,2023-01-03
Pelagis Besar,Tenggiri ,2023,3,16415,2023-01-03
Pelagis Besar,Tenggiri Papan ,2023,3,30485,2023-01-03
Pelagis Besar,Tetengkek ,2023,3,5301,2023-01-03
Pelagis Kecil,Tongkol ,2023,3,505455,2023-01-03
Pelagis Besar,Tongkol Banyar ,2023,3,6603,2023-01-03
Pelagis Besar,Tongkol Komo ,2023,3,5952,2023-01-03
Pelagis Besar,Tongkol Lisong ,2023,3,80445,2023-01-03
Pelagis Besar,Tuna Mata Besar ,2023,3,36135,2023-01-03
Pelagis Besar,Tuna Sirip Kuning,2023,3,33081,2023-01-03
jumlah,,2023,3,34304377,2023-01-03
Pelagis Kecil,Lencam ,2023,3,5289,2023-01-03
Pelagis Kecil,Swanggi ,2023,3,4305,2023-01-03
Pelagis Kecil,Layur ,2023,3,902,2023-01-03
Demersal,Kuniran,2023,3,162975,2023-01-03
Pelagis Besar,Layaran ,2023,3,3515,2023-01-03
Karang (Reef-Associated),Ayam-ayam,2023,3,2070,2023-01-03
Pelagis Besar,Bawal Laut,2023,3,540,2023-01-03
Pelagis Besar,Cakalang ,2023,3,85632795,2023-01-03
Pelagis Besar,Cendro ,2023,3,1476,2023-01-03
Pelagis Kecil,Ekor Kuning ,2023,3,1476,2023-01-03
Demersal,Gabus Laut ,2023,3,94095,2023-01-03
Pelagis Besar,Lemadang ,2023,3,17082,2023-01-03
Demersal,Golok-golok ,2023,3,73185,2023-01-03
Demersal,Gulamah ,2023,3,12915,2023-01-03
Karang (Reef-Associated),Kakap ,2023,3,4399,2023-01-03
Karang (Reef-Associated),Kakap Batu ,2023,3,1411,2023-01-03
Demersal,Gerot-gerot ,2023,3,106641,2023-01-03
Karang (Reef-Associated),Kakap Merah ,2023,3,64575,2023-01-03
Karang (Reef-Associated),Kakap Jenaha ,2023,3,747,2023-01-03
Karang (Reef-Associated),Kuwe Gerong ,2023,3,6975,2023-01-03
Karang (Reef-Associated),Kuwe ,2023,3,1463355,2023-01-03
Pelagis Kecil,Kuro,2023,3,101475,2023-01-03
Demersal,Kurisi ,2023,3,682035,2023-01-03
Pelagis Kecil,Layang ,2023,3,470859,2023-01-03
Karang (Reef-Associated),Kerapu,2023,3,81795,2023-01-03
Pelagis Kecil,Kembung Perempuan ,2023,3,8649,2023-01-03
Pelagis Kecil,Kembung Lelaki ,2023,3,74865,2023-01-03
Pelagis Kecil,Kapas-kapas ,2023,3,2754,2023-01-03
Demersal,Manyung,2023,4,1440,2023-01-04
Demersal,Marlin,2023,4,723,2023-01-04
Pelagis Besar,Nyunglas ,2023,4,360125,2023-01-04
Pelagis Kecil,Pari,2023,4,612,2023-01-04
Demersal,Pedang ,2023,4,31825,2023-01-04
Pelagis Besar,Peperek,2023,4,3888,2023-01-04
Pelagis Kecil,Pinjalo ,2023,4,801,2023-01-04
Karang (Reef-Associated),Pisang-pisang ,2023,4,20700,2023-01-04
Pelagis Kecil,Sebelah ,2023,4,2943,2023-01-04
Demersal,Selar Bentong ,2023,4,11100,2023-01-04
Pelagis Kecil,Selar Kuning ,2023,4,11129,2023-01-04
Pelagis Kecil,Lencam ,2023,4,4305,2023-01-04
Pelagis Besar,Tenggiri ,2023,4,309875,2023-01-04
Pelagis Besar,Tenggiri Papan ,2023,4,25125,2023-01-04
Pelagis Besar,Tetengkek ,2023,4,57195,2023-01-04
Pelagis Kecil,Tongkol ,2023,4,48081,2023-01-04
Pelagis Besar,Tongkol Abu-abu ,2023,4,48825,2023-01-04
Pelagis Besar,Tongkol Banyar ,2023,4,6231,2023-01-04
Pelagis Besar,Tongkol Komo ,2023,4,66123,2023-01-04
Pelagis Besar,Tongkol Lisong ,2023,4,738885,2023-01-04
Pelagis Besar,Tuna Mata Besar ,2023,4,55115,2023-01-04
Pelagis Besar,Tuna Sirip Kuning,2023,4,708255,2023-01-04
jumlah,,2023,4,4138011,2023-01-04
Pelagis Kecil,Swanggi ,2023,4,285975,2023-01-04
Pelagis Besar,Lemadang ,2023,4,8010,2023-01-04
Pelagis Kecil,Layur ,2023,4,4346,2023-01-04
Pelagis Besar,Layaran ,2023,4,3145,2023-01-04
Pelagis Besar,Bawal Laut,2023,4,180,2023-01-04
Pelagis Besar,Cakalang ,2023,4,12777075,2023-01-04
Pelagis Besar,Cendro ,2023,4,6273,2023-01-04
Pelagis Kecil,Ekor Kuning ,2023,4,12915,2023-01-04
Demersal,Gabus Laut ,2023,4,7995,2023-01-04
Demersal,Gerot-gerot ,2023,4,140835,2023-01-04
Demersal,Golok-golok ,2023,4,2091,2023-01-04
Demersal,Gulamah ,2023,4,58425,2023-01-04
Karang (Reef-Associated),Kakap ,2023,4,4814,2023-01-04
Karang (Reef-Associated),Kakap Batu ,2023,4,581,2023-01-04
Karang (Reef-Associated),Kakap Jenaha ,2023,4,8798,2023-01-04
Karang (Reef-Associated),Ayam-ayam,2023,4,3420,2023-01-04
Pelagis Kecil,Kapas-kapas ,2023,4,1620,2023-01-04
Pelagis Kecil,Kembung Lelaki ,2023,4,6603,2023-01-04
Pelagis Kecil,Kembung Perempuan ,2023,4,9021,2023-01-04
Karang (Reef-Associated),Kerapu,2023,4,57195,2023-01-04
Demersal,Kuniran,2023,4,2337,2023-01-04
Demersal,Kurisi ,2023,4,78474,2023-01-04
Pelagis Kecil,Kuro,2023,4,108117,2023-01-04
Karang (Reef-Associated),Kuwe ,2023,4,550095,2023-01-04
Karang (Reef-Associated),Kuwe Gerong ,2023,4,267375,2023-01-04
Pelagis Kecil,Layang ,2023,4,29760,2023-01-04
Karang (Reef-Associated),Kakap Merah ,2023,4,861,2023-01-04
Demersal,Selar Bentong ,2023,5,16328,2023-01-05
Pelagis Kecil,Sebelah ,2023,5,1080,2023-01-05
Karang (Reef-Associated),Pisang-pisang ,2023,5,31230,2023-01-05
Pelagis Kecil,Pinjalo ,2023,5,585,2023-01-05
Demersal,Marlin,2023,5,1166,2023-01-05
Demersal,Pedang ,2023,5,46008,2023-01-05
Pelagis Kecil,Pari,2023,5,10676,2023-01-05
Pelagis Besar,Nyunglas ,2023,5,2982,2023-01-05
Pelagis Kecil,Selar Kuning ,2023,5,184224,2023-01-05
Pelagis Besar,Peperek,2023,5,5517,2023-01-05
Pelagis Kecil,Swanggi ,2023,5,22072,2023-01-05
Pelagis Besar,Tongkol Abu-abu ,2023,5,111724,2023-01-05
Pelagis Besar,Tenggiri Papan ,2023,5,47499,2023-01-05
Pelagis Besar,Tetengkek ,2023,5,112251,2023-01-05
Pelagis Kecil,Tongkol ,2023,5,114886,2023-01-05
Pelagis Besar,Tongkol Banyar ,2023,5,1282718,2023-01-05
