nama_ikan,ds,y
Tongkol Komo,2022-01-09,20916
Tongkol Komo,2022-01-10,1024
Tongkol Komo,2022-01-11,2120
Tongkol Komo,2022-01-12,2080
Tongkol Komo,2023-01-01,7347
Tongkol Komo,2023-01-02,71585
Tongkol Komo,2023-01-03,5952
Tongkol Komo,2023-01-04,66123
Tongkol Komo,2023-01-05,132804
Tongkol Komo,2023-01-07,33605
Tongkol Komo,2023-01-08,32571
Tongkol Komo,2023-01-09,53064
Tongkol Komo,2023-01-10,44376
Tongkol Komo,2023-01-11,77745
Tongkol Komo,2023-01-12,38208
Tongkol Komo,2024-01-01,78260
Tongkol Komo,2024-01-02,41040
Tongkol Komo,2024-01-03,17330
Tongkol Komo,2024-01-04,12168
Tongkol Komo,2024-01-05,24563
Tongkol Komo,2024-01-06,10867
Tongkol Komo,2024-01-07,8996
Tongkol Komo,2024-01-08,19574
Tongkol Komo,2024-01-09,43893
Tongkol Komo,2024-01-10,21911
Tongkol Komo,2024-01-11,21684
Tongkol Komo,2024-01-12,21309
Tongkol Kray,2022-01-01,5775
Tongkol Kray,2022-01-02,5220
Tongkol Kray,2022-01-03,4235
Tongkol Kray,2022-01-04,7931
Tongkol Kray,2022-01-05,59004
Tongkol Kray,2022-01-06,75768
Tongkol Kray,2022-01-07,48544
Tongkol Kray,2022-01-08,3399
Tongkol Kray,2022-01-09,57436
Tongkol Kray,2022-01-10,2400
Tongkol Kray,2022-01-11,2080
Tongkol Kray,2022-01-12,3560
Tongkol Lisong,2022-01-01,7700
Tongkol Lisong,2022-01-02,105705
Tongkol Lisong,2022-01-04,6699
Tongkol Lisong,2022-01-06,4851
Tongkol Lisong,2022-01-07,59792
Tongkol Lisong,2022-01-08,2472
Tongkol Lisong,2022-01-09,3984
Tongkol Lisong,2022-01-10,20504
Tongkol Lisong,2022-01-11,20040
Tongkol Lisong,2022-01-12,20920
Tongkol Lisong,2023-01-01,85095
Tongkol Lisong,2023-01-02,8240
Tongkol Lisong,2023-01-03,80445
Tongkol Lisong,2023-01-05,125953
Tongkol Lisong,2023-01-06,4878
Tongkol Lisong,2023-01-08,46013
Tongkol Lisong,2023-01-10,41495
Tongkol Lisong,2024-01-01,82715
Tongkol Lisong,2024-01-02,59180
Tongkol Lisong,2024-01-03,27176
Tongkol Lisong,2024-01-04,16989
Tongkol Lisong,2024-01-05,18758
Tongkol Lisong,2024-01-06,9936
Tongkol Lisong,2024-01-07,9344
Tongkol Lisong,2024-01-08,17479
Tongkol Lisong,2024-01-09,54186
Tongkol Lisong,2024-01-10,35547
Tongkol Lisong,2024-01-11,29346
Tongkol Lisong,2024-01-12,29193
Tuna Mata Besar,2019-01-01,7000
Tuna Mata Besar,2019-01-02,17682
Tuna Mata Besar,2019-01-03,10710
Tuna Mata Besar,2019-01-04,12800
Tuna Mata Besar,2019-01-05,12816
Tuna Mata Besar,2019-01-06,6560
Tuna Mata Besar,2019-01-07,22500
Tuna Mata Besar,2019-01-08,9000
Tuna Mata Besar,2019-01-09,9300
Tuna Mata Besar,2019-01-10,15360
Tuna Mata Besar,2019-01-11,18000
Tuna Mata Besar,2020-01-01,6504
Tuna Mata Besar,2020-01-02,6325
Tuna Mata Besar,2020-01-03,6251
Tuna Mata Besar,2020-01-04,6152
Tuna Mata Besar,2020-01-05,6601
Tuna Mata Besar,2020-01-06,6321
Tuna Mata Besar,2020-01-07,6215
Tuna Mata Besar,2020-01-08,6152
Tuna Mata Besar,2020-01-09,6381
Tuna Mata Besar,2020-01-10,6856
Tuna Mata Besar,2020-01-11,6965
Tuna Mata Besar,2020-01-12,7325
Tuna Mata Besar,2021-01-01,3200
Tuna Mata Besar,2021-01-02,2100
Tuna Mata Besar,2021-01-03,1100
Tuna Mata Besar,2021-01-04,980
Tuna Mata Besar,2021-01-05,1020
Tuna Mata Besar,2021-01-06,1150
Tuna Mata Besar,2021-01-07,1050
Tuna Mata Besar,2021-01-08,1250
Tuna Mata Besar,2021-01-09,1200
Tuna Mata Besar,2021-01-10,2320
Tuna Mata Besar,2021-01-11,3580
Tuna Mata Besar,2021-01-12,3340
Tuna Mata Besar,2022-01-10,5170
Tuna Mata Besar,2022-01-12,4860
Tuna Mata Besar,2023-01-01,3650
Tuna Mata Besar,2023-01-02,4750
Tuna Mata Besar,2023-01-03,36135
Tuna Mata Besar,2023-01-05,1624
Tuna Mata Besar,2023-01-06,33292
Tuna Mata Besar,2023-01-07,2898
Tuna Mata Besar,2023-01-08,26496
Tuna Mata Besar,2023-01-09,12896
Tuna Mata Besar,2023-01-10,817
Tuna Mata Besar,2024-01-01,1026
Tuna Mata Besar,2024-01-02,760
Tuna Mata Besar,2024-01-03,855
Tuna Mata Besar,2024-01-04,599
Tuna Mata Besar,2024-01-05,666
Tuna Mata Besar,2024-01-06,534
Tuna Mata Besar,2024-01-07,516
Tuna Mata Besar,2024-01-08,625
Tuna Mata Besar,2024-01-09,710
Tuna Mata Besar,2024-01-10,673
Tuna Mata Besar,2024-01-11,658
Tuna Mata Besar,2024-01-12,603
Tuna Sirip Kuning,2019-01-01,70210
Tuna Sirip Kuning,2019-01-02,89250
Tuna Sirip Kuning,2019-01-03,122500
Tuna Sirip Kuning,2019-01-04,176096
Tuna Sirip Kuning,2019-01-05,126400
Tuna Sirip Kuning,2019-01-06,96320
Tuna Sirip Kuning,2019-01-07,131394
Tuna Sirip Kuning,2019-01-08,111960
Tuna Sirip Kuning,2019-01-09,147210
Tuna Sirip Kuning,2019-01-10,165000
Tuna Sirip Kuning,2019-01-11,151200
Tuna Sirip Kuning,2019-01-12,123750
Tuna Sirip Kuning,2020-01-01,142385
Tuna Sirip Kuning,2020-01-02,156321
Tuna Sirip Kuning,2020-01-03,140151
Tuna Sirip Kuning,2020-01-04,132560
Tuna Sirip Kuning,2020-01-05,156040
Tuna Sirip Kuning,2020-01-06,132050
Tuna Sirip Kuning,2020-01-07,136856
Tuna Sirip Kuning,2020-01-08,138560
Tuna Sirip Kuning,2020-01-09,125605
Tuna Sirip Kuning,2020-01-10,125320
Tuna Sirip Kuning,2020-01-11,156350
Tuna Sirip Kuning,2020-01-12,166424
Tuna Sirip Kuning,2021-01-01,173800
Tuna Sirip Kuning,2021-01-02,165250
Tuna Sirip Kuning,2021-01-03,172000
Tuna Sirip Kuning,2021-01-04,140125
Tuna Sirip Kuning,2021-01-05,134750
Tuna Sirip Kuning,2021-01-06,106750
Tuna Sirip Kuning,2021-01-07,225150
Tuna Sirip Kuning,2021-01-08,164650
Tuna Sirip Kuning,2021-01-09,156300
Tuna Sirip Kuning,2021-01-10,193800
Tuna Sirip Kuning,2021-01-11,218800
Tuna Sirip Kuning,2021-01-12,171300
Tuna Sirip Kuning,2022-01-01,66690
Tuna Sirip Kuning,2022-01-03,107730
Tuna Sirip Kuning,2022-01-12,75000
Tuna Sirip Kuning,2023-01-01,262515
Tuna Sirip Kuning,2023-01-02,258363
Tuna Sirip Kuning,2023-01-03,33081
Tuna Sirip Kuning,2023-01-05,90522
Tuna Sirip Kuning,2023-01-10,79680
Tuna Sirip Kuning,2023-01-11,87555
Tuna Sirip Kuning,2024-01-01,48284
Tuna Sirip Kuning,2024-01-02,65253
Tuna Sirip Kuning,2024-01-03,59107
Tuna Sirip Kuning,2024-01-04,37998
Tuna Sirip Kuning,2024-01-05,50505
Tuna Sirip Kuning,2024-01-06,63678
Tuna Sirip Kuning,2024-01-07,53101
Tuna Sirip Kuning,2024-01-08,68072
Tuna Sirip Kuning,2024-01-09,50276
Tuna Sirip Kuning,2024-01-10,48106
Tuna Sirip Kuning,2024-01-11,53455
Tuna Sirip Kuning,2024-01-12,49037
ikan pedang,2019-01-02,700
ikan pedang,2019-01-04,480
ikan pedang,2019-01-05,800
ikan pedang,2019-01-06,1440
ikan pedang,2019-01-10,0
ikan pedang,2019-01-11,0
ikan pedang,2020-01-01,525
ikan pedang,2020-01-02,520
ikan pedang,2020-01-03,496
ikan pedang,2020-01-04,536
ikan pedang,2020-01-05,489
ikan pedang,2020-01-06,430
ikan pedang,2020-01-07,540
ikan pedang,2020-01-08,732
ikan pedang,2020-01-09,452
ikan pedang,2020-01-10,523
ikan pedang,2020-01-11,489
ikan pedang,2020-01-12,564
ikan pedang,2021-01-01,405
ikan pedang,2021-01-02,325
ikan pedang,2021-01-03,500
ikan pedang,2021-01-04,550
ikan pedang,2021-01-05,325
ikan pedang,2021-01-06,750
ikan pedang,2021-01-08,675
ikan pedang,2021-01-09,325
ikan pedang,2021-01-10,850
ikan pedang,2021-01-11,950
ikan pedang,2021-01-12,450
kuwe,2019-01-01,6615
kuwe,2019-01-02,11690
kuwe,2019-01-03,4550
kuwe,2019-01-04,3680
kuwe,2019-01-05,8384
kuwe,2019-01-06,6512
kuwe,2019-01-07,4950
kuwe,2019-01-08,7200
kuwe,2019-01-09,5580
kuwe,2019-01-10,9690
kuwe,2019-01-11,6900
kuwe,2020-01-01,6354
kuwe,2020-01-02,6540
kuwe,2020-01-03,5980
kuwe,2020-01-04,5883
kuwe,2020-01-05,5978
kuwe,2020-01-06,6320
kuwe,2020-01-07,6830
kuwe,2020-01-08,5984
kuwe,2020-01-09,6729
kuwe,2020-01-10,6300
kuwe,2020-01-11,6820
kuwe,2020-01-12,6532
kuwe,2021-01-01,5750
kuwe,2021-01-02,10150
kuwe,2021-01-03,10000
kuwe,2021-01-04,6000
kuwe,2021-01-05,7750
kuwe,2021-01-06,3125
kuwe,2021-01-07,4500
kuwe,2021-01-08,2250
kuwe,2021-01-09,2800
kuwe,2021-01-10,4550
kuwe,2021-01-11,9800
kuwe,2021-01-12,7800
kuwe,2022-01-01,3388
kuwe,2022-01-06,1617
kuwe,2022-01-08,9579
kuwe,2022-01-10,7068
kuwe,2022-01-11,2716
kuwe,2022-01-12,3000
kuwe gerong,2022-01-01,1232
kuwe gerong,2022-01-02,957
kuwe gerong,2022-01-03,16555
kuwe gerong,2022-01-04,847
kuwe gerong,2022-01-05,18327
kuwe gerong,2022-01-06,16632
kuwe gerong,2022-01-08,11433
kuwe gerong,2022-01-10,5312
kuwe gerong,2022-01-11,5164
kuwe gerong,2022-01-12,1312
layaran,2019-01-01,805
layaran,2019-01-02,4200
layaran,2019-01-03,1470
layaran,2019-01-04,1888
layaran,2019-01-05,3968
layaran,2019-01-06,8704
layaran,2019-01-07,15690
layaran,2019-01-08,9600
layaran,2019-01-09,21390
layaran,2019-01-10,18450
layaran,2020-01-01,6567
layaran,2020-01-02,6502
layaran,2020-01-03,6541
layaran,2020-01-04,6213
layaran,2020-01-05,6801
layaran,2020-01-06,6540
layaran,2020-01-07,6471
layaran,2020-01-08,6423
layaran,2020-01-09,6004
layaran,2020-01-10,6840
layaran,2020-01-11,6600
layaran,2020-01-12,6980
layaran,2021-01-01,4125
layaran,2021-01-02,2250
layaran,2021-01-03,3750
layaran,2021-01-04,2250
layaran,2021-01-05,4000
layaran,2021-01-06,5750
layaran,2021-01-07,3500
layaran,2021-01-08,1750
layaran,2021-01-09,1250
layaran,2021-01-10,17000
layaran,2021-01-11,20400
layaran,2021-01-12,10900
layaran,2022-01-01,660
layaran,2022-01-02,11045
layaran,2022-01-03,1276
layaran,2022-01-04,1760
layaran,2022-01-05,11086
layaran,2022-01-06,11327
layaran,2022-01-08,1888
layaran,2022-01-09,23577
layaran,2022-01-10,1081
layaran,2022-01-11,893
